,单词,翻译,出现次数
784,meals,n.餐( meal的名词复数 );进餐时间;一餐所吃的食物;谷物粗粉（用作饲料或加工面粉）;,25
785,newspapers,n.报纸，报( newspaper的名词复数 );旧报纸;报章;,25
786,piedmont,n.山麓地带;adj.山麓的;,25
787,reported,adj.据报告的，据报导的，据传闻的;,24
788,statement,n.声明;（思想、观点、文章主题等的）表现;（文字）陈述;结算单;vi.（英国）对儿童进行特殊教育评估认定;vt.申请（小孩）有特殊教育需要;,24
789,grade,n.等级;职别;成绩等级;年级;vt.安排;依序排列，依等级排列;评估;评分;vi.属于…等级;缓缓地变化或发展;,24
790,product,n.产品;结果;乘积;作品;,24
791,specific,adj.明确的;特种的;具体的;[免疫学]特效的;n.特效药;特性;细节;显著的性质，特性;,24
792,ensure,vt.确保;担保获得[避免];使（某人）获得;使安全;,24
793,unfinished,adj.未做完的;未完成的;未润饰的;未整理的;,24
794,term,n.学期;条款;术语;期限;vt.把…称为;把…叫做;,24
795,cultural,adj.文化的;教养的，修习的;耕作的，开垦的，栽培[培养]的;,24
796,largest,adj.大的，多量的;大的( large的最高级 );大规模的;众多的;（服装、食物、日用品等）大型号的;,24
797,excessive,adj.过度的，极度的;过分的;过多的;过逾;,24
798,speed,n.速度;快速;昌盛;（汽车的）变速器，排挡;vt.& vi.急行，加速;vi.超速;加速;迅速前行;兴隆;vt.加快…的速度;使成功，使繁荣;,24
799,shows,v.给…看( show的第三人称单数 );表现出;显露出;上演;,24
800,iv,abbr.increase value 增值;,24
801,river,n.河，江;溪，巨流;,24
802,caused,none,24
803,interested,adj.感兴趣的;拥有权益的;有成见的;v.使…感兴趣(interest的过去分词);,24
804,wouldn,none,24
805,nothing,pron.没有东西;没有事情;无关紧要的东西;毫无趣味的事;n.无关紧要的人[事];零;无;adv.毫不;决不;,24
806,mail,n.邮件，邮政;邮政（制度）;邮务员，邮递员;〈古〉袋，旅行包;vt.邮寄;给…穿盔甲;vi.投邮;,24
807,younger,n.年纪较小者;adj.较年轻的;年幼的( young的比较级 );有朝气的;年轻人的;青年的;,24
808,task,n.工作，任务;作业;苦差事;vt.交给某人（任务）;使过于劳累;,24
809,began,v.开始( begin的过去式 );着手;创始;创办;,24
810,felt,n.毛毡;v.摸索( feel的过去式和过去分词 );触;深感;以为;,24
811,chance,n.机会，机遇;概率，可能性;偶然，运气;v.偶然发生;冒险;碰巧;偶然被发现;adj.意外的;偶然的;碰巧的;,24
812,simple,adj.简单的;单纯的;易受骗的;天真的;n.笨蛋;愚蠢的行为;出身低微者;,24
813,necessary,adj.必要的;强制的;必然的;不可避免的;n.必需品;,24
814,items,none,24
815,stop,vi.停止;中断;逗留;（使）停止工作;vt.塞住;堵塞;阻挠;止付;n.停止;（管风琴的）音栓;停车站;（管风琴的）音管;,24
816,responsibility,n.责任;职责;责任感，责任心;负责任;,24
817,latest,n.最新事物;最新消息;adj.最近的;最新的;最现代的;,24
818,tears,n.眼泪( tear的名词复数 );破洞;裂口;裂缝;v.撕( tear的第三人称单数 );（使）分裂;撕碎;扯破;,24
819,return,v.回转，返回;复发，又来;送还;言归正传;n.归来，返乡;来回，汇成;赢利;统计表;,24
820,gave,v.给予，赠送( give的过去式 );（与名词连用描述某一动作，意义与该名词相应的动词相同）;供给;交给;,24
821,toilet,n.洗手间;坐便器;梳洗;,24
822,challenge,n.挑战;盘问;质疑;怀疑;vt.质疑;向…挑战;vi.提出挑战，要求竞赛（或竞争）;驳斥;,24
823,deal,vt.[牌戏]分;分配;经营;施予;n.（一笔）交易;许多;待遇;发牌;vi.论述;（有效地或成功地）处理;惩处;交易;adj.冷杉木制的，松木制的;,24
824,policy,n.政策;策略;保险单;策略性;,24
825,decisions,none,24
826,central,adj.中央的，中心的;重要的，核心的;n.电话总局;电话转接员;,23
827,survey,vi.测量土地;vt.调查;勘测;俯瞰;n.调查（表），调查所，测量，测量部，测量图;概观，检查，鉴定书;环顾;,23
828,john,n.抽水马桶;厕所;,23
829,overall,adj.全部的;全体的;一切在内的;综合的;adv.全面地;总地;总的说来;n.工装裤;罩衫;〈英〉（军官的）紧身军裤;,23
830,highly,adv.高度地;极，非常;非常赞许地;,23
831,raise,v.提升;增加;养育;筹集;n.提升;增加;高处;举起;,23
832,clock,n.钟，时钟;计时器;秒表;仪表;vt.记录（时间或速度）;测…的速度;vi.打卡;记下时间;,23
833,brain,n.脑;智慧;聪明的人;（群体中）最聪明的人;vt.打破…的脑袋;打…的头部;,23
834,name,n.名字;名声;有…名称的;著名的人物;vt.确定;决定;给…取名;说出…的名字;adj.著名的;据以取名;,23
835,considered,adj.经过仔细考虑的;经过深思熟虑的;受尊敬的;经过深思熟虑的看法;v.考虑( consider的过去式和过去分词);想;注意;看重;,23
836,decades,none,23
837,harm,n.损害;伤害;危害;vt.伤害;损害;危害;,23
838,forms,n.形状( form的名词复数 );（空白）表格（纸）;方式;组成;v.形成，构成，产生( form的第三人称单数 );是;（使）成形;结成（友谊）;,23
839,anyone,pron.任何人;任何一个;谁;,23
840,thanks,n.感谢，谢谢;感谢，谢谢，道谢的话( thank的名词复数 );int.感激（的），致谢（的）;v.谢谢，感谢( thank的第三人称单数 );责怪;,23
841,told,v.表明( tell的过去式和过去分词 );讲;知道;讲述;,23
842,reduced,adj.减少的，简化的;v.换算( reduce的过去式和过去分词 );约束;使变为;使变弱;,23
843,explain,vt.& vi.讲解，解释;vt.说明…的原因，辩解;vi.说明，解释，辩解;,23
844,gets,none,23
845,running,n.跑步;运转;流出;adj.跑着的;流动的;连续的;操作中的，运转着的;v.跑;运转(run的ing形式);,23
846,heavily,adv.在很大程度上;沉重地;大量地;缓慢又高声地;,23
847,overseas,adv.在[向]海外，在[向]国外;adj.（在）海外的，（在）国外的;（向或来自）外国的;,23
848,aren,none,23
849,behavior,n.行为;态度;（机器等的）运转状态;（事物的）反应;,23
850,leah,none,23
851,simply,adv.简单地，朴素地;（引出概括或解释）不过，仅仅;简直;<非正>实在;,23
852,outside,adv.在外面;向外面;在户外;露天;n.外面;（弯曲路面或轨道的）外道;（靠近路中央的）外侧;（建筑物等的）周围;adj.外部的;集团外的;（选择余地、可能性等）非常小;可能性最大的;prep.（表示位置）在[向]…的外面;（表示范围）超出…的范围;（表示排斥）除了（某人）;,23
853,hope,n.希望，期望;希望的东西;被寄予希望的人或事物、情况;抱有希望的理由;vt.& vi.希望，期望;vt.[俚语]相信，认为;vi.希望，盼望，期待;,23
854,speech,n.演说，演讲，发言;说话，谈话，说话能力或方式;（乐器的）音，音色;方言，民族语言;,23
855,famous,adj.著名的，出名的;〈古〉一流的，极好的;,23
856,depth,n.深度;深处，深海;深奥，奥妙;进深;,23
857,selling,n.贩卖，出售;v.卖，售，销( sell的现在分词 );经销;推销;出卖;,23
858,homes,none,23
859,worth,adj.值得的;有…的价值;等值的;有…的财产;n.财富，财产;价值;,23
860,sharing,n.分配;均分;共价;共享;,23
861,regulations,n.规程;规章;守则;条例;管理( regulation的名词复数 );控制;规章;规则;,23
862,challenges,none,23
863,joy,n.高兴;喜悦;喜悦;成功;,23
864,attend,vi.出席;致力于，献身于;侍候，照顾;关注;vt.出席，参加;[常用被动语态]（作为结果、情况）伴随;照顾;陪伴;,23
865,smith,n.铁匠，锻工（=blacksmith）;史密斯（姓氏）;,23
866,nursing,n.护理，看护;养育;v.护理( nurse的现在分词);照料;喂;吃奶;adj.领养（孩子）的;被领养的;,23
867,roommate,n.<英>室友，住在同室的人;<美>同住一屋（一套公寓等）的人;,23
868,abroad,adv.到国外，在海外;广为流传地;adj.往国外的;n.海外，异国;,23
869,scholarships,none,23
870,software,n.软件;软体;软设备;,23
871,happen,vi.发生;碰巧;出现;偶然遇到;,23
872,audiences,n.观众，听众，读者( audience的名词复数 );,23
873,drections,none,23
874,afford,vt.买得起;担负得起;提供;给予;,22
875,call,v.呼唤，喊叫;召唤，叫来，召集;下令，命令;打电话给;n.喊叫，大声喊;电话联络;必要，理由;要求;,22
876,discovered,none,22
877,attached,adj.附加的，附属的;依恋的;爱慕的;v.贴上，系，附上( attach的过去式和过去分词);,22
878,compete,vi.竞赛;竞争;比得上;参加比赛（或竞赛）;,22
879,exactly,adv.精确地;确切地;完全地，全然;恰恰;,22
880,successful,adj.成功的，如愿以偿的;,22
881,leaders,n.领袖( leader的名词复数 );（管弦乐队的）首席小提琴手;最佳的人（或物）;（在赛跑、商业等活动中）处于领先地位的人（或物）;,22
882,furniture,n.家具;设备;附属品;,22
883,open,adj.敞开的，开着的;公开的，公共的;坦率的;有议论余地的;vt.& vi.（打）开;开始;睁开;启动;n.户外，野外;空旷;公开;vi.使打开;展示，显现;vt.张开;开放;开张营业;为（建筑物）揭幕;,22
884,smaller,adj.更小的;小的( small的比较级 );小气的;（服装、食品、家用设施等）小号的;小规模的;,22
885,terms,n.条件;表达方式;措辞;说法;任期( term的名词复数 );（学校的）学期;[复数]（合同、付款、价格等的）条件;时期;,22
886,upon,prep.在…上面;当…时候;,22
887,daily,adj.每日的，日常的;一日的;每日一次的;每个工作日的;n.日报;（不寄宿的）仆人，白天做家务的女佣;adv.每日;逐日;每周日;日复一日地;,22
888,instance,n.例子，实例;情况;要求，建议;[法]诉讼手续;vt.举…为例;,22
889,caught,v.赶上( catch的过去式和过去分词 );接住;引起;看见;,22
890,compared,adj.比较的，对照的;,22
891,drive,v.驾驶;开车;驱动;迫使;n.驱车旅行;驱动力;车道;驱动器;,22
892,trust,n.信任;信托;照管;受托基金机构;vt.& vi.相信， 信任;vt.对…有信心，依赖于;盼望，自信地期待，设想;相信;让他人照管，托管;,22
893,dream,vi.梦想;做梦;梦见;想到;vt.& vi.做梦，向往;vt.梦想;做梦;想到;n.梦想;愿望;梦;adj.梦的;理想的;不切实际的;,22
894,results,n.后果，结果（ result的名词复数 ）;成绩（包括比分、得票、获胜者或当选者名单等）;成功实现的事;v.发生（ result的第三人称单数 ）;导致;随着发生;结果发生;,22
895,disease,n.疾病;弊端;不安;vt.传染;使…有病;,22
896,field,n.田;（作某种用途的）场地;（学习或研究的）领域;运动场;vi.[棒球、板球等]担任外场员，担任守队队员;接守，接防;接，掷还（球）;adj.实地的;[体育]1)。 在田赛场地进行的2)。 田赛的;军事]野战的;在实地工作的;vt.保护;把（农作物等）晒在场上;[棒球、板球等]按（或截）（球）;即席圆满回答;,22
897,notes,none,22
898,huge,adj.巨大的;庞大的;极大的;,22
899,warm,adj.暖和的，温暖的;保暖的;热情的;暖调的;vt.& vi.（使）变暖，被加热，暖和起来;vt.加热;使热情;使兴奋;n.暖和的地方;vi.加温;感兴趣;变得友善或友好;,22
900,seek,vt.寻找，探寻;追求，谋求;往或朝…而去;[废语]考察;vi.查找，查寻;找一找;,22
901,variety,n.多样;种类;杂耍;变化，多样化;,22
902,industrial,adj.工业的，产业的;从事工业的;供工业用的;来自勤劳的;n.工业股票;工业工人;,22
903,sentences,none,22
904,criticism,n.批评，批判;鉴定，审定，考证，校勘;苛求，[哲]批判主义;评论，评论文章;,22
905,numbered,adj.有限的，时日无多的;v.数，算( number的过去式和过去分词 );给…编号;总共;,22
906,require,vt.要求;需要;想要;命令;vi.要求，规定;,22
907,teach,vt.教;教导，训练;教授;vi.教书;,22
908,female,adj.女性的;雌性的;能结果实的;电气设备阴的;n.女人;雌性动物;雌性植物，雌株;,22
909,labor,n.劳动;努力;工作;劳工;v.努力争取(for);苦干;详细分析;adj.劳工的，工会的;（常大写）（英国或英联邦国家）工党的;vi.（指引擎）缓慢而困难地运转;,22
910,department,n.部门，部;系，学部;知识范围;车间;,22
911,equipment,n.设备，装备;器材，配件;（工作必需的）知识，素养;,21
912,paragraphs,n.段落( paragraph的名词复数 );短篇报道;,21
913,administrators,n.管理者( administrator的名词复数 );有管理（或行政）才能的人;<律>（由遗嘱检验法庭指定的）遗产管理人;奉派暂管主教教区的牧师;,21
914,creativity,n.创造性，创造力，创作能力;,21
915,action,n.行动，活动;功能，作用;手段;[法]诉讼;,21
916,biggest,adj.大的，长大的;大的( big的最高级 );重要的;（计划） 庞大的;大方的;,21
917,markets,none,21
918,within,adv.在内，在里面;在屋内;在心中，心里是;prep.不超过，在…的范围内;在…能达到的地方;在…内，在…里面;n.内部，里面;,21
919,present,adj.现在的;目前的;出席的;[语法学]现在时的;n.现在;礼物;瞄准;,21
920,ready,adj.准备好的，现成的;即时的，敏捷的;情愿的;即将的;vt.做好…的准备;adv.预先;已完成地;n.现款;,21
921,devices,n.设备;装置( device的名词复数 );花招;（为实现某种目的的）计划;手段;,21
922,missing,adj.失去的;下落不明的;v.错过( miss的现在分词);,21
923,area,n.地区;区域，范围;面积，平地;领域;,21
924,weeks,none,21
925,married,adj.已婚的;与…结为夫妻的;婚姻的;n.<非正>已婚的年轻人;v.（使）结婚( marry的过去式);娶;嫁;紧密结合的;,21
926,looked,v.看，瞧( look的过去式和过去分词 );注意;面向;寻找;,21
927,couple,n.对，双;配偶，夫妻;<口>几个，两三个;vt.&vi.连在一起，连接;成双，结婚;性交，交配;,21
928,efforts,n.努力( effort的名词复数 );气力;努力的结果;努力（或艰难尝试）的成果;,21
929,source,n.根源，本源;源头，水源;原因;提供消息的人;vt.（从…）获得;发起;向…提供消息;寻求（尤指供货）的来源;vi.原料来源;起源;寻求来源;寻求生产商（或提供商）;,21
930,alone,adj.单独的;独一无二的;独自的;adv.单独地;独自地;孤独地;只，只有;,21
931,serve,vt.& vi.（为…）服务;任（职）;提供;端上;vt.招待;（为…）工作;对…有用;向…供应;vi.适合;服役;供职;[网球、羽毛球]发球;n.网球等发球;发球权;所发的球;,21
932,unique,adj.唯一的，仅有的;独一无二的，独特的;不平常的，特别的;超绝;,21
933,bus,n.公共汽车，巴士，客机;（口）汽车，机器脚踏车，飞机;[计]（电脑的）总线;[电]信息转移通路，悔流条，母线;vt.用公共汽车运送;vi.乘公共汽车;打杂工;,21
934,worked,adj.处理过的，作装饰用的;v.（使）工作( work的过去式和过去分词 );（使）运作;运转;（使）产生效果;,21
935,realize,vt.实现;了解，意识到;（所担心的事）发生;以…价格卖出;vt.& vi.变卖，赚得;,21
936,lived,adj.有…之生命的;v.活( live的过去式和过去分词 );居住;以…为生;（按照规矩）管理生活;,21
937,difficulty,n.困难，麻烦，难事;难度;异议，争论，纠葛;财政困难，（经济）拮据;,21
938,lots,n.签( lot的名词复数 );许多;命运;阄;,21
939,fire,n.火，燃烧物;火灾;射击，发射;热情;vt.& vi.开火，射击;燃烧;引爆炸药;充满热情;vt.<口>解雇;射（箭）;激励;射出（子弹）;,21
940,saw,n.锯;谚语，格言;vt.& vi.往复移动;锯成;用锯;拉锯;v.看见（ see的过去式）;观看;领会;考虑;,21
941,standards,n.标准( standard的名词复数 );旗;准则;支柱;,21
942,offers,none,21
943,facilities,n.工具;（学习、做事的）天资;（机器等的）特别装置;（供特定用途的）场;设备( facility的名词复数);容易;能力;灵巧;,21
944,wanted,adj.受通缉的;被征求的;v.缺少( want的过去式和过去分词 );应该;打算;需要…在场;,21
945,crime,n.罪行，犯罪;罪恶;v.指控犯罪;判定犯罪;处罚军事犯;,21
946,movies,n.<美>电影院;电影( movie的名词复数 );电影院;,21
947,force,n.力;武力;（社会）势力;魄力;vt.强迫;强行;促使，推动;强奸;,21
948,understanding,vt.理解，懂得;熟知，通晓;获知，理解;谅解;vi.理解，懂得;表示同情或谅解;据说;n.认识，了解;谅解;知识;adj.能谅解的;宽容的;通情达理的;,21
949,stand,n.台，看台;立场;停止;抵抗;vi.站立，起立;竖直放置;保持看法;停滞;vt.使站立;忍受;抵御;承担责任;vt.& vi.站立，（使）直立，站着;,21
950,speakers,n.扬声器( speaker的名词复数 );演讲者;议长;说某种语言的人;,21
951,chief,adj.级别最高的;总的;主要的;最重要的;n.族长;酋长;首领;主管人员;,21
952,key,n.钥匙;（打字机等的）键;关键，线索，秘诀;（音乐的）调;vt.键入;锁上;调节…的音调;提供线索;vi.使用钥匙;adj.关键的;主要的;,21
953,independence,n.独立，自主;足够维持闭居生活的收入;独立心;自恃心;,21
954,failed,adj.失败了的，不成功的;v.在…中失败( fail的过去式和过去分词 );衰退;衰弱;破产;,21
955,express,v.表达;表示;显而易见;快递邮寄;adj.特快的;迅速的;用快递寄送的; 明确的;n.特快列车;快递服务;adv.使用快速服务;,21
956,situation,n.（人的）情况;局面，形势，处境;位置;[心理学]情境;,21
957,kinds,n.种类( kind的名词复数 );类型;一类人（或事物）;本质;,21
958,elderly,adj.上了年纪的;过了中年的;较老的;n.老人;,21
959,prove,vt.证明，证实;[法]验证，检定;显示;vi.显示出，证明是;,21
960,raising,none,21
961,chances,none,21
962,yale,none,21
963,european,adj.欧洲的，欧洲人的;欧盟的;n.欧洲人;,21
964,greatly,adv.大大地，非常;,21
965,stories,n.故事( story的名词复数 );（任何结构、构造的）层;<口>谎话;<美>楼层;,21
966,condition,n.状态;环境;健康状况;条款;vt.制约;限制;使习惯于;使适应;vt.& vi.对…具有重要影响;影响（某事发生的方式）;保持（头发或皮肤等的）健康;养护;,20
967,begin,vt.& vi.开始;着手;创始;创办;vi.（从…）开始;起始;起初是;开始讲话;,20
968,bought,v.购买，购得( buy的过去式和过去分词 );做出牺牲以获得;够支付;买通;,20
969,besides,adv.而且;此外;以及;更;prep.（表示排斥）除…之外（还有）;在…之外（还有），…之余兼;,20
970,encourage,vt.鼓励，鼓舞;支持;促进;鼓动;,20
971,co,none,20
972,rise,vi.上升;增强;（数量）增加;休会;n.（数量或水平的）增加;兴起;（数量、价格、价值等的）增长;（日、月等的）升起;vt.使…浮上水面;使（鸟）飞起;复活;发酵;,20
973,technological,adj.技术上的;工艺（学）的;因技术革新而造成的;,20
974,workforce,n.全体员工;（国家或行业等）劳动力;劳动大军;劳动人口;,20
975,groups,none,20
976,rule,n.规则，规定;统治，支配;章程;vt.& vi.控制，支配;判定;裁定，裁决;价格稳定;vt.统治;规定;管理;裁决;vi.统治;管辖;裁定;,20
977,boss,n.老板，上司;领袖，首领;[机]轴套，套筒;vt.当…的首领;管理，指挥;vi.当首领;发号施令;adj.<俚>很好的，一流的;,20
978,despite,prep.不管;尽管（自己）不愿意;不在乎;虽有;n.侮辱;憎恨;怨恨;轻蔑的拒绝或不承认;,20
979,model,n.模型;模特儿;模式;典型;vt.& vi.做模特儿;vt.模仿;制作模型，塑造;将…做成模型;adj.典型的，模范的;,20
980,hour,n.小时，钟头;时间，时刻;固定时间;课时;,20
981,generation,n.一代人;代（约30年），时代;生殖;产生;,20
982,earlier,adj.早期的，初期的;adv.早期（地），初期（地）;,20
983,beautiful,adj.美丽的，美好的;极好的;,20
984,forward,adv.前进地;向前;至将来;提前地;adj.向前方的;迅速的;（社会、政治）进步的;早熟的;vt.促进，助长;（按新地址）转寄;发送;n.前锋;,20
985,drivers,none,20
986,sports,adj.有关运动的;n.运动( sport的名词复数 );运动会;突变;娱乐;,20
987,practical,adj.实践的，实际的;可实现的，实用的;注重实际的;可用的;,20
988,attract,vt.吸引;诱惑;引起…的好感（或兴趣）;vi.具有吸引力;引人注意;,20
989,sitting,n.（摆姿势让人画像或拍照的）一次（时间）;开会;入席;（饭店等）一批;adj.坐着的;就座的;在任期中的;孵卵中的;v.（使）坐( sit的现在分词 );坐落;处在;（在…中）任职;,20
990,led,v.带路( lead的过去式和过去分词 );领导;指挥;领先;,20
991,conflict,n.冲突;战斗;相互干扰;矛盾;vi.抵触;争斗;战斗;冲突;,20
992,birds,n.鸟，禽( bird的名词复数 );飞禽;鸟类;,20
993,fear,n.害怕;可能性;（对神等的）敬畏;忧虑;vt.畏惧;害怕;为…忧虑（或担心、焦虑）;敬畏（神等）;vi.害怕;忧虑;感到害怕;惧怕;,20
994,interests,none,20
995,rates,none,20
996,subject,n.主题，话题;学科，科目;[哲]主观;adj.须服从…的;（在君主等）统治下的;v.提供，提出;使…隶属;,20
997,scientific,adj.科学的;有系统的;应用科学的;精通学理的，有学问的;,20
998,couples,n.一对( couple的名词复数 );一双;一些;夫妻;,20
999,marriage,n.结婚;婚姻生活;密切结合;合并;,20
