,单词,翻译,出现次数
3846,steel,n.钢，钢铁;钢制品;兵器;钢铁工业;vt.包上或镀上钢;使坚定;adj.钢制的;钢铁业的;坚强的;[色彩]青灰色的;,4
3847,filled,adj.满的;填满的;充气的;加载的;v.（使）充满， （使）装满，填满( fill的过去式和过去分词 );满足;配药;（按订单）供应;,4
3848,acquired,adj.（尤指靠自己的努力或行动）获得的;习得的;<医>后天的;起初不喜欢但后来逐渐培养的爱好;v.获得( acquire的过去式和过去分词 );（使用探测器）捕获（目标）;取得;（计算机、机器人等）捕捉;,4
3849,differently,adv.不同地，相异地;,4
3850,fairness,n.公正，公平;（皮肤的）洁白;金发;顺利性;,4
3851,ashamed,adj.惭愧的，羞耻的，害臊的;难为情;,4
3852,dishonest,adj.不诚实的，不老实的;不正直的;狡猾的，阴险的;不可靠的;,4
3853,misconduct,n.行为不正，不规矩;处理不当;（尤指官吏等的）胡作非为，渎职;v.处理…失当;不规矩;,4
3854,vulnerable,adj.（地方）易受攻击的;易受伤的;易受批评的;[桥牌]已成局的;,4
3855,category,n.类型，部门，种类，类别，类目;[逻，哲]范畴;体重等级;,4
3856,stealing,n.偷窃，贼赃，偷垒;adj.有偷窃行为的;v.偷( steal的现在分词 );悄悄地做，悄悄地走;,4
3857,bridge,n.桥;桥牌;鼻梁;起联系作用的东西;vt.在…建桥，架桥于…之上;通过桥横跨;,4
3858,stock,n.股份，股票;库存;树干;家畜;adj.常备的，存货的;陈旧的;vt.提供货物;备有;vi.出新芽;囤积;,4
3859,watergate,none,4
3860,intentions,none,4
3861,fishing,n.捕鱼，钓鱼;渔业;捕鱼术;捕鱼权;v.捕鱼(fish的现在分词);adj.钓鱼的;钓鱼用的;,4
3862,depressing,adj.令人忧愁的，使人沮丧的;使情绪低落的;adv.令人忧愁地，使人沮丧地;n.压抑，郁闷;v.压下( depress的现在分词);使愁苦;降低（价格）;使跌价;,4
3863,fame,n.名声;名望;传闻;传说;vt.使闻名;使出名;使有名望;<古>盛传;,4
3864,obcamp,none,4
3865,interviewing,v.面试( interview的现在分词 );访问;会见;（私下）提问;,4
3866,encounter,vt.不期而遇;遭遇;对抗;n.相遇，碰见;遭遇战;对决，冲突;vi.碰见，尤指不期而遇;,4
3867,dominant,adj.占优势的;统治的，支配的;[生]显性的;高耸的;n.[生]显性性状，显性基因;优势物种;[乐]全阶第五音;主因，要素;,4
3868,bio,n.（尤其供公开发表的）个人简历(biography的缩写);,4
3869,investments,n.投资( investment的名词复数 );投资额;（时间、精力的）投入;值得买的东西;,4
3870,alongside,adv.在…的侧面;在…旁边;与…并排;prep.在…旁边;横靠;傍着;,4
3871,perform,vt.& vi.执行;履行;表演;扮演;vt.工作;做;进行;完成;vi.运行，表现;（驯兽）玩把戏;,4
3872,approaches,none,4
3873,cultivate,vt.耕作，种植;教养，栽培;改善;交朋友;,4
3874,healthily,none,4
3875,characteristic,adj.特有的;独特的;表示特性的;显示…的特征的;n.特性，特征，特色，[数]（对数的）首数;独特性;性质;,4
3876,roof,n.屋顶，房屋;最高部，顶部;最高限度;口腔顶部;vt.给…盖顶;覆盖;保护，庇护;,4
3877,poll,n.民意调查;投票选举;投票数;头部;vt.得到（一定数目的）选票;对…进行调查;修剪;修剪;vi.投票;作民意调查;,4
3878,arguments,n.争论( argument的名词复数 );争吵;说理;论据;,4
3879,stephenson,"n.斯蒂芬森（姓氏； George, 1781-1848，英国发明家，蒸气机的发明人）;",4
3880,achieved,adj.高度完美的;v.取得( achieve的过去式和过去分词 );获得;实现;成功;,4
3881,exposed,adj.裸露的，暴露的;v.揭露;暴露;,4
3882,enforce,vt.强迫服从;实施，执行;加强;,4
3883,intensify,vt.& vi.（使）增强，（使）加剧;增加（照片图象）的对比度;变强或增强;,4
3884,academics,n.学习，学术;学者( academic的名词复数 );大学教师;[复数]（院校的）学术活动;[A-]柏拉图哲学信奉者;,4
3885,observe,vt.& vi.观察;研究;vt.遵守;观察;庆祝;vi.注意;说;评述;当观察员;,4
3886,fastest,adj.快的( fast的最高级 );走得快;感光快的;[摄影术]快动作的（镜头）;,4
3887,daylight,n.日光，白昼;清早，黎明;公开，发表;<俚>眼睛，视力;,4
3888,amazing,adj.令人惊异的;vt.使大为吃惊，使惊奇( amaze的现在分词);使惊异：感到非常好奇;n.吃惊;好奇;,4
3889,misunderstandings,n.误解( misunderstanding的名词复数 );意见不一;不和;争执;,4
3890,discussed,v.谈论( discuss的过去式和过去分词 );讨论;商量;论述;,4
3891,saved,v.拯救( save的过去式和过去分词 );收集;保留;避免;,4
3892,cigarettes,n.纸烟，香烟( cigarette的名词复数 );,4
3893,undoubtedly,adv.毋庸置疑地，的确地;显然;必定;无疑;,4
3894,german,adj.德国的;德国人/语的;德国文化的;n.德国人，德语;,4
3895,culinary,adj.厨房的，烹饪的;烹调用的;,4
3896,responsive,adj.应答的，响应的;反应灵敏的;共鸣的;易反应的;,4
3897,chips,n.炸马铃薯条;注定要失败（或完蛋）;在危急关头;在关键时刻;碎片( chip的名词复数 );缺口;（作赌注用的）筹码;（足球）高球;,4
3898,authentic,adj.真的，真正的;可信的，可靠的;有根据的;[法]认证了的;,4
3899,phoenix,n.凤凰，长生鸟（神话中的鸟，在阿拉伯沙漠中，可活数百年，然后自焚为灰而再生）;菲尼克斯 （美国城市）;,4
3900,interpretation,n.解释，说明;翻译;表演，演绎;理解;,4
3901,customs,n.关税;海关;习惯( custom的名词复数);海关;adj.定做的;专做定货的;,4
3902,arrive,vi.到达，来;发生;,4
3903,cared,none,4
3904,upper,adj.地位较高的;上面的;内地的;地表层的;n.鞋帮，靴面;兴奋剂;令人兴奋的经历;,4
3905,importing,none,4
3906,presents,n.现在( present的名词复数 );礼物;[复数]本作品;[语法学]现在时态;v.举向( present的第三人称单数 );面向;举枪瞄准;（分娩时婴儿）露出;,4
3907,fuss,n.忙乱;大惊小怪;大惊小怪的人;争吵;vi.忙乱;大惊小怪;抱怨;vt.使烦恼，使烦忧;使急躁;vt.& vi.瞎忙一气，过分关心;,4
3908,overcoat,n.大衣;外套;保护层，护膜;,4
3909,scenery,n.风景，景色;舞台布景;风景画;舞台面;,4
3910,commercials,n.（电台或电视播放的）广告 ( commercial的名词复数 );以大众欣赏为目的谱写的乐曲;,4
3911,waiter,n.侍者;服务员;托盘;,4
3912,notions,n.<美>缝纫用的杂货（如针、线等）;概念( notion的名词复数 );观念;突然的念头;意图;,4
3913,accessible,adj.易接近的;可理解的;易相处的;易感的;,4
3914,dated,adj.有日期的;陈旧的;v.过时( date的过去式和过去分词 );使…显老;显示出…时代（或年龄）;鉴定…的年代;,4
3915,welfare,n.福利;幸福;繁荣;安宁;,4
3916,compensation,n.补偿，赔偿;修正;补救办法;,4
3917,representatives,n.代表( representative的名词复数 );代理人;典型人物;[常作 R-]（美国）众议院议员;,4
3918,stretched,v.伸展，拉紧( stretch的过去式和过去分词 );延伸;拉长;损伤;,4
3919,relativity,n.<物>相对论;相关性;相对性;,4
3920,whites,n.白带;眼白( white的名词复数 );[围棋]白棋子;,4
3921,strained,adj.紧张的;不友善的;经过滤的;态度不自然的，勉强的;v.拉紧( strain的过去式和过去分词);尽量利用;尽全力;过滤;vt.过滤，滤去;歪曲;扭伤;拉紧;vi.受到强大的压力;不懈;拉紧，紧绷;犹豫;n.口气，语调;过劳损伤;压力;紧张状态;,4
3922,throws,v.投( throw的第三人称单数 );掷;扔;抛;,4
3923,outcomes,none,4
3924,deaths,n.死( death的名词复数 );毁灭;死神;永久的灭亡;,4
3925,drew,v.绘画( draw的过去式 );拖;拉;拔出;,4
3926,distinguish,vi.区分，辨别，分清;辨别是非;vt.区分，辨别，分清;辨别出，识别;引人注目，有别于;使杰出，使著名;,4
3927,populations,n.人口( population的名词复数 );全体居民;特定人[动物]群;,4
3928,soren,none,4
3929,andreasen,none,4
3930,kofi,none,4
3931,amounts,none,4
3932,chair,n.椅子;大学教授职位;主持会议的主席（的席位或职位）;讲座;vt.主持;使…入座;使就任要职;,4
3933,eaten,v.吃，喝，吃饭( eat的过去分词 );（食物）吃起来感到;咬;（人）感到苦恼（或烦恼）;,4
3934,plant,n.植物，草木;设备;工厂;庄稼;vt.种植;安，插;建设，布置;移民于;,4
3935,lean,vt.& vi.（使）倾斜，屈身;vt.倚;依赖;使斜靠;使变瘦;adj.瘦的;贫瘠的;简洁的;精干的;n.瘦肉;倾向;倾斜;倾斜度;vi.倾向于（某种观点、意见或态度等）（与to 或 toward连用）;,4
3936,exhausted,adj.耗尽的;用完的;筋疲力尽的;精疲力竭的;v.用尽( exhaust的过去式和过去分词 );使非常疲倦;详尽讨论（或研究）;弄空;,4
3937,philosophy,n.哲学;哲学体系，哲学思想;生活信条;哲理;,4
3938,frustrating,adj.产生挫折的，使人沮丧的，令人泄气的;v.使不成功( frustrate的现在分词 );挫败;使受挫折;令人沮丧;,4
3939,guess,vt.推测;猜测，臆测;猜中;假定，认为;vi.猜，猜测;猜对;n.猜测;推断;,4
3940,businessman,n.商人;实业家;,4
3941,connect,vt.连接，联结;使…有联系;为…接通电话;插入插座;vi.连接;建立关系;[体]成功击中;,4
3942,sisters,n.姐( sister的名词复数 );（称志同道合者）姐妹;（黑人的互相称谓）大姐;女教友;,4
3943,wives,n.妇人;妻子( wife的名词复数 );v.娶妻( wive的第三人称单数 );嫁;与…结婚;,4
3944,representative,n.代表;继任者;议员;类似物;adj.典型的;有代表性的;代议制的;相当[类似]（另一种属）的;,4
3945,pregnant,adj.怀孕的;孕育着…的;富于想象的;富于成果的;,4
3946,motion,n.运动;手势;动机，意向;请求;vt.打手势;向某人点头或摇头示意;打手势要求[指示];vi.运动;打手势;,4
3947,indian,adj.印度的;印第安人的;n.印度人;印第安人;,4
3948,expense,n.费用;花费的钱;消耗;花钱的东西;vt.向…收取费用;把…作为开支勾销;,4
3949,assistant,n.助手，助理;[化学]（染色的）助剂;辅助物;店员，伙计;adj.助理的;辅助的;有帮助的;副的;,4
3950,kindergarten,n.幼儿园，学前班;,4
3951,playground,n.操场，尤指提供如秋千等设备的户外场地;游乐场;（某些集体聚会游乐的）园地;,4
3952,bushes,none,4
3953,bodies,none,4
3954,royal,adj.王国的，王室的;高贵的，庄严的;盛大的;敕许的，敕定的;n.<口>王室成员;[航海]顶桅帆;,4
3955,error,n.错误，过失;[法]误审，违法;[数]误差;,4
3956,absorb,vt.吸收（液体、气体等）;吸引（注意）;吞并，合并;忍受，承担（费用）;,4
3957,violated,none,4
3958,refrigerator,n.冰箱;冷藏库;制冰机，冷冻机;,4
3959,fix,vt.固定;准备;修理;使牢固;vi.固着;变硬;安定;n.困境;定位于;受操纵的事;应急措施;,4
3960,firefighters,n.<美>消防队员( firefighter的名词复数 );,4
3961,teaches,v.教( teach的第三人称单数 );教书;训练;教育;,4
3962,satisfy,vt.& vi.使满意，满足;vt.使确信;符合，达到（要求、规定、标准等）;消除;履行;vi.使满足或足够;使满意;,4
3963,histories,none,4
3964,mailing,none,4
3965,influences,none,4
3966,captured,none,4
3967,academia,n.学术界，学术环境;,4
3968,sociable,adj.随和的，好交际的，友善的;n.〈美〉恳亲会;〈英〉对座四轮马车;（二人座）S形椅子;,4
3969,relieve,vt.解除;缓解;换班;（去厕所的一种委婉说法）方便;,4
3970,de,none,4
3971,economies,none,4
3972,jonathan,n.乔纳森（男子名）;,4
3973,blogs,n.博客，网志（网站上记有活动、意见等的个人记录）( blog的名词复数 );,4
3974,overuse,vt.使用过度;,4
3975,posted,adj.有地位的，消息灵通的;v.张贴( post的过去式和过去分词 );宣布;设岗;邮寄;,4
3976,boyfriend,n.男朋友;情郎;,4
3977,adding,n.加，增加;v.加( add的现在分词 );加入;增加;添加;,4
3978,curb,n.限制，抑制;勒马绳，马衔索;（人行道的）镶边;（证券的）场外市场;vt.制止，束缚;给（马）扣上马衔;给…加路缘;在…处设井栏;,4
3979,deadline,n.最后期限;截止期限;死线;原稿截止时间;vt.通过设定一时间期限来统治;,4
3980,invite,vt.邀请;请求;引诱;招致;n.邀请;,4
3981,dropped,v.落下（ drop的过去式和过去分词 ）;降低;减少;,4
3982,clients,n.顾客( client的名词复数 );当事人;诉讼委托人;[计算机]客户端;,4
3983,politely,adv.有礼貌地，客气地，委婉地;,4
3984,firmly,adv.坚固地;稳固地;坚定地;坚决地;,4
3985,complaint,n.抱怨，控诉;委屈，怨言;平平的来由;痛苦根源;,4
3986,architecture,n.建筑学;建筑风格;体系结构;（总体、层次）结构;,4
3987,oldest,adj.老的( old的最高级 );古老的;以前的;（用于指称被替代的东西） 原来的;,4
3988,warren,n.兔穴;人口拥挤的地区，易迷路的场所;,4
3989,requirement,n.要求;必要条件;必需品，需要量;资格;,4
3990,wells,none,4
3991,orange,n.桔子，橙子;[植]桔树;橙色;桔色;adj.橙色的;橘色的;桔红色的;,4
3992,operating,adj.操作的;营运的;业务上的;外科手术的;v.操作( operate的现在分词);运转;管理;做外科手术;,4
3993,investigators,n.调查者，审查者( investigator的名词复数 );,4
3994,recovered,v.恢复( recover的过去式和过去分词 );重新获得;找回;<正>恢复（适当的状态或位置）;,4
3995,indispensable,adj.不可缺少的;绝对必要的;责无旁贷的;不可避开的;n.不可缺少的人或物;,4
3996,caution,n.小心;警告;〈英〉担保;〈口〉须警惕的事或人;vt.警告;提醒;,4
3997,wood,n.木材;树林;木制品;vi.收集木材;vt.在…植树造林;给…添加木柴;adj.木制的;失去理智的;,4
3998,newer,none,4
3999,meditation,n.默想;默念;沉思;冥想;,4
