,单词,翻译,出现次数
4360,hinders,none,3
4361,envy,n.嫉妒，妒忌;羡慕;vi.感到妒忌;显示出妒忌;,3
4362,organizing,v.组织( organize的现在分词 );成立;安排;规划;,3
4363,basin,n.盆;盆地;流域;水坑，池塘;,3
4364,rivers,n.河，江( river的名词复数 );河流;水流;江河;,3
4365,devastating,none,3
4366,forever,adv.永远;不断地，无休止地;老是，经常;n.永恒;极长的一段时间;,3
4367,regarded,none,3
4368,lock,n.锁;水闸，船闸;（机器部件等的）锁定;一把，一撮;vt.锁上;锁好，关好;使固定;隐藏;vi.卡住，不动;纠结;僵硬不动;,3
4369,buys,none,3
4370,automakers,none,3
4371,vehicle,n.车辆;交通工具;传播媒介，媒介物;[药]赋形剂;,3
4372,killed,adj.被杀死的，断开的;v.杀死( kill的过去式和过去分词 );使停止[结束，失败];破坏，减弱，抵消;使痛苦，使受折磨;,3
4373,incident,n.事件，事变;小插曲;敌对行动;骚乱;adj.[法]附带的;[光]入射的;易有的，附随的;,3
4374,arrested,v.逮捕( arrest的过去式和过去分词 );拘捕;制止;阻止;,3
4375,charges,n.指责;控告;命令;充电;指示( charge的名词复数 );费用;掌管;v.装( charge的第三人称单数 );控诉;记账;使充电;,3
4376,disappeared,v.不见，消失( disappear的过去式和过去分词 );不复存在;奭;,3
4377,islands,n.岛，岛屿( island的名词复数 );群岛;,3
4378,winds,n.风( wind的名词复数 );呼吸;（随食物或饮料）吞下的气;（管弦乐团的）管乐器;v.缠绕( wind的第三人称单数 );卷绕;转动（把手）;给…上发条;,3
4379,rican,none,3
4380,investigated,none,3
4381,exposing,v.曝光( expose的现在分词 );暴露;显露;揭露;,3
4382,arranging,v.安排，准备( arrange的现在分词 );把…（系统地）分类;整理;改编（剧本等）;,3
4383,interviews,none,3
4384,badly,adv.非常，在很大程度上;坏，拙劣地;不利地，有害地;,3
4385,fantastic,adj.极好的;很大的;怪诞的;不切实际的;,3
4386,afterwards,adv.然后，后来地;以后;之后;继;,3
4387,drastic,adj.激烈的;猛烈的;（法律等）严厉的;极端的;,3
4388,link,n.环，节;[计算机]链接;关联，关系;vt.连结;挽住，勾住;vi.用环连接;联系在一起;,3
4389,performed,none,3
4390,netherlands,n.荷兰;,3
4391,wars,none,3
4392,carrot,n.胡萝卜;〈非正式〉好处，回报;不能兑现的报酬;,3
4393,seeds,n.种子( seed的名词复数 );子孙;起源;（尤指网球比赛）种子选手;,3
4394,celebrations,none,3
4395,picking,v.采摘;采( pick的现在分词 );摘;啄;叼;n.采摘;掘，撬开;采得物，赃物;,3
4396,wherever,adv.（究竟）在哪儿;conj.无论什么地方;各处，处处;,3
4397,updating,v.更新，使现代化( update的现在分词 );向…提供最新信息;,3
4398,participated,none,3
4399,shrinking,v.收缩( shrink的现在分词 );（使）缩水;退缩;畏缩;,3
4400,farming,n.农事，耕作;饲养（家禽）;（租税等的）包收;v.耕种，出租(farm的ing形式);,3
4401,horn,n.角，触角;号角，喇叭;角质;角状物;vi.不请自来;闯入;,3
4402,investigation,n.（正式的）调查，研究;侦查;科学研究;学术研究;,3
4403,broadband,n.宽带;,3
4404,cap,n.盖;帽子;军帽;求交运算;vi.脱帽致意;vt.覆盖;给…戴帽;abbr.Common Agricultural Policy （欧共体）共同农业政策;,3
4405,communicating,none,3
4406,deserved,adj.应得的，当然的;v.应受，应得，值得( deserve的过去式和过去分词 );应受报答;应得报酬;应得赔偿;,3
4407,frustrated,adj.挫败的，失意的，泄气的;v.使不成功( frustrate的过去式和过去分词 );挫败;使受挫折;令人沮丧;,3
4408,hated,none,3
4409,curse,vt.& vi.诅咒;咒骂;使苦恼，使困苦;把（某人）逐出教门;n.诅咒;咒语;祸害，祸因;咒逐，逐出教门;,3
4410,waking,adj.醒着的，不眠的;v.醒( wake的现在分词 );唤醒;唤起（记忆）;使再次感觉到;,3
4411,hoping,v.希望，期望( hope的现在分词 );[俚语]相信，认为;希望，盼望，期待;,3
4412,relive,vt.（在想像中）重新过…的生活，再经历;,3
4413,autobiographical,adj.自传的，自传体的;自传作家的;,3
4414,irvine,none,3
4415,recalling,none,3
4416,impersonal,adj.没有人情味的;非个人的，和个人无关的;不具人格的，一般性的;[语]非人称的;n.[语]非人称动词;非人称代名词;不具人格的事物;,3
4417,random,adj.任意的;随机的;胡乱的;n.随意;偶然的行动;,3
4418,lawrence,n.劳伦斯（男子名）;,3
4419,donohue,none,3
4420,trace,vt.跟踪，追踪;追溯，探索;探索;查找;vi.沿着一小径或道路前进;可以追溯的;n.痕迹，踪迹;微量，极少量;[植]（脉）迹;痕迹;,3
4421,obsessed,adj.着迷的;一门心思的;（思想）无法摆脱的;v.着迷( obsess的过去式和过去分词);时刻困扰，缠住;使痴迷;使迷恋;,3
4422,enriching,none,3
4423,comprehensive,adj.广泛的;综合的;有理解力的，悟性好的;[保险业]总体担保的;n.[常用复数]专业综合考试;综合学校;综合性中学;,3
4424,viewing,n.注视，检视，观察;,3
4425,embarrassing,adj.使人尴尬的，令人为难的;v.（使）窘迫，（使）局促不安( embarrass的现在分词);,3
4426,sought,v.寻找，探寻( seek的过去式和过去分词 );企图;试图;探索;,3
4427,karl,none,3
4428,presidential,adj.总统[总裁，议长，董事长，校长等]（职务）的;统辖的，支配的，监督的，指挥的;总统制的;有总统气派的;,3
4429,fashionable,adj.流行的;时髦的，符合时尚的;时髦人物使用的;（尤指）有钱人常光顾的;n.时髦的人;,3
4430,rosy,adj.玫瑰色的;愉快的，乐观的;一切都称心如意;〈美〉滥醉的;,3
4431,laying,n.产卵数，瞄准;v.打赌( lay的现在分词 );提出;放置;铺;,3
4432,delicate,adj.微妙的;熟练的;纤弱的;易损的;,3
4433,chast,none,3
4434,ukrainian,n.乌克兰人（语）;adj.乌克兰的，乌克兰人（语）的;,3
4435,prevail,vi.流行，盛行;获胜，占优势;说服，劝说;,3
4436,christian,n.基督教徒，信徒;克里斯琴;<口>人类，文明人，正派人;[电影]克里斯蒂安;adj.信基督教的，基督教的，基督教徒的;<口>人（类）的，文明的，<口>正派的，高尚的;,3
4437,painted,adj.描画的，着色的;v.画，绘画( paint的过去式和过去分词 );描绘;在…上涂涂料[油漆];往（指甲、嘴唇等上）施化妆品;,3
4438,eastern,adj.东方的，东部（地方）的;朝东的;来自东方的;n.东方人;（美国）东部地区的人;东正教信徒;,3
4439,pearl,n.珍珠;珍品;人造珍珠;珠状物;vi.采珍珠;vt.使成珠状;用珍珠装饰;,3
4440,crashes,none,3
4441,assumed,adj.假装的;假冒的;假定的;被承担的;v.取得（权力）( assume的过去式和过去分词 );假设;假定;呈现;,3
4442,stupid,adj.愚蠢的;迟钝的;乏味的;晕眩的，昏迷不醒的;n.<口>傻子，笨蛋;,3
4443,specialists,n.专家，行家( specialist的名词复数 );专科医生;,3
4444,creatures,n.生物，动物( creature的名词复数 );人;,3
4445,snakes,none,3
4446,samples,n.样品( sample的名词复数 );（作为标准或代表的）样品;（化验的）取样;（抽查的）样本;,3
4447,henderson,none,3
4448,museum,n.博物馆;,3
4449,rarer,adj.更稀罕的，更珍贵的(rare的最高级);罕见的( rare的比较级 );极好的;稀薄的;肉半熟的;,3
4450,receipt,n.收据，发票;收入;vt.开收据;[美国英语]给…开收据，承认收到;,3
4451,signing,none,3
4452,funny,adj.有趣的，好笑的，滑稽的;（口）稀奇的，古怪的，奇异的;有病的，不舒服的;狡猾的，欺骗（性）的，可疑的，不光明的;n.滑稽人物;笑话，有趣的故事;滑稽连环漫画栏;（英）（比赛用）单人双桨小艇;,3
4453,warn,vt.警告，告诫;通知;预告;vi.发出警告;,3
4454,swallow,vt.& vi.吞，咽;忍耐，忍受;vt.不流露;<口>忍受，轻信;n.[鸟]燕子;胃管，食道;一次吞咽的量;（滑车等的）通索孔;,3
4455,legs,n.木头支架;腿( leg的名词复数 );（与同一对手进行的比赛中的）一场;裤腿;腿肉;,3
4456,unconscious,adj.失去知觉的，无意识的;无意的，不自觉的;不知道的;不受意识控制的;n.[心]无意识;,3
4457,stamp,n.邮票;标志，印记;跺脚;特征;vt.盖章于…;贴邮票于…;标记;用脚踩踏;vi.捣碎;跺脚;,3
4458,stale,adj.陈腐的;不新鲜的;走了味的;v.变陈旧;变得不新鲜;（牛马、骆驼等）撒尿;n.（牛马、骆驼的）尿;,3
4459,grandmother,n.（外）祖母;老奶奶;女祖先;vt.当…的祖母;vi.当祖母;,3
4460,twenties,n.二十，20( twenty的名词复数 );二十年代;,3
4461,bars,n.马上的齿龈;酒吧间( bar的名词复数 );售酒的（饮食）柜台;条;（门、窗等的）闩vi.;,3
4462,scan,vt.<计>扫描;细看;细查;（雷达）对…进行扫描;n.扫描;浏览;审视;（雷达）（屏面上的）光点;vi.（光束、雷达等）扫描;扫略;（诗歌）符合韵律;标出诗歌的格律;,3
4463,migrate,vi.迁移，移往;移动;随季节而移居;vt.使移居;使移植;,3
4464,stored,none,3
4465,hiding,none,3
4466,drops,v.（使）落下( drop的第三人称单数 );投下;（使）降低;减少;n.滴剂;滴，少量(drop的复数形式);,3
4467,fatigue,n.疲劳，疲乏;劳务杂役;（士兵穿的）工作服;vt.使疲劳;使疲乏;vi.疲劳;,3
4468,nervous,adj.焦虑的;紧张不安的;神经质的;,3
4469,capture,vt.俘获;夺取;夺得;引起（注意、想像、兴趣）;n.捕获;占领;捕获物;[计算机]捕捉;,3
4470,radically,adv.根本地;彻底地;完全地;激进地;,3
4471,studios,none,3
4472,graduating,none,3
4473,possibilities,none,3
4474,limitations,n.限制，边界;限制( limitation的名词复数 );局限;极限;起限制作用的规则（或事实、条件）;,3
4475,resistance,n.抵抗;阻力;抗力;电阻;,3
4476,anne,none,3
4477,dig,vt.（如用铲、锨或推土机等）挖掘;探究，发掘;刺，戳;喜欢，欣赏;vi.挖掘，松土;整理;〈俚〉已理解;n.一拳，一推;挖苦，讽刺;考古发掘;,3
4478,prospect,n.前景;期望;眺望处;景象;vi.勘探;勘察;（矿等）有希望;有前途;vt.找矿;对…进行仔细调查;,3
4479,shrunk,v.收缩( shrink的过去分词 );（使）缩水;退缩;畏缩;,3
4480,mintel,none,3
4481,reducing,n.减轻体重法;v.换算( reduce的现在分词 );约束;使变为;使变弱;,3
4482,roll,vt.辗;使（眼球等）左右转动;（使）原地转圈;滚动;vi.左右摇晃;翻滚;开始移动，启动;n.名册;滚翻;,3
4483,luxurious,adj.奢侈的;豪华的;放纵的;词藻华丽的;,3
4484,analyst,n.分析家，化验员;〈美〉精神病医师;,3
4485,duckett,none,3
4486,infer,vt.推断;猜想，推理;暗示;意指;vi.作出推论;,3
4487,gum,n.口香糖;树胶;黏胶;牙龈;vt.& vi.胶合;涂以树胶;使…有粘性;,3
4488,therapy,n.治疗，疗法，疗效;心理治疗;治疗力;,3
4489,convincing,adj.令人相信的;有说服力的;令人心悦诚服的;v.使相信(convince的现在分词);使明白;使确信;说服;,3
4490,quote,vt.& vi.引述，引用;vt.报价;引述;vi.引用;n.引用;报价;引号;,3
4491,illustrates,none,3
4492,habitat,n.（动物的）栖息地，住处;产地;经常发现某种事物的地方;,3
4493,districts,none,3
4494,diego,none,3
4495,magnet,n.磁铁，磁石;有吸引力的人或物;[物]磁体;,3
4496,buffalo,n.水牛（分非洲水牛和亚洲水牛两种）;（南非或北美的）野牛;威胁;恐吓;vt.威胁;欺骗;迷惑;,3
4497,seminars,n.研讨班( seminar的名词复数 );研讨小组;研讨会;培训会;,3
4498,gilbert,n.吉伯（一种起磁力的单位）;,3
4499,kyoto,n.京都（曾是日本古都）;,3
