,单词,翻译,出现次数
4864,numerous,adj.很多的，许多的;数量庞大的数量庞大的;数不清的;,3
4865,vague,adj.模糊的;（思想上）不清楚的;（表达或感知）含糊的;暧昧的;n.模糊不定状态;,3
4866,weapons,n.武器，兵器( weapon的名词复数 );自卫[克敌制胜]的手段[行动];刀枪;兵戎;,3
4867,immigration,n.移居;移民人数;移民局检查站;,3
4868,manners,n.礼貌;方式( manner的名词复数 );礼貌;规矩;态度;,3
4869,deeper,adj.深的( deep的比较级 );严重的;深奥的;有…深的;,3
4870,motivating,none,3
4871,addressed,none,3
4872,strain,vt.& vi.拉紧，拉伤;用力拉;n.血统，家族;性格，脾气;语气;一段音乐;vt.拉紧，拽紧或扯紧;尽量使力;扭伤;歪曲;vi.不懈;受到强大的压力;拉紧，紧绷;,3
4873,prevention,n.预防，预防法;阻止，制止，妨碍，阻碍物;[谚]治病不如防病;,3
4874,refusal,n.拒绝;优先取舍权;,3
4875,strangers,n.陌生人( stranger的名词复数 );外地人，初到者;,3
4876,diplomatic,adj.外交上的;外交人员的;有手腕的;策略的;,3
4877,polite,adj.有礼貌的;有教养的，文雅的;上流社会的;应酬的，客套的;,3
4878,smooth,adj.光滑的;流畅的;柔软的;温和的，安详的;vt.使平滑;排除，消除;安抚，平息;使优雅;vi.变平和，变缓和;n.平地，平面;,3
4879,advised,adj.明智的;审慎的;经过考虑的;深思熟虑的;v.劝告，提建议( advise的过去式和过去分词 );（商业）通知，报告;,3
4880,originally,adv.起初，原来;独创地，独出心裁地;自来;本;,3
4881,precise,adj.清晰的;精确的;正规的;精密;,3
4882,manufacture,vt.制造，生产;捏造，虚构;加工;从事制造;n.制造;制成品，产品;工业，工厂;（文学作品等的）粗制滥造;,3
4883,virus,n.病毒;病毒性疾病;毒素，毒害;[计算机科学]计算机病毒;,3
4884,enterprise,n.企（事）业单位;事业，计划;事业心，进取心;,3
4885,channel,n.频道，波道;渠道;途径;海峡;vt.引导，开导;形成河道;,3
4886,uniform,n.制服;军服;通讯中用以代表字母 u 的词;adj.（形状，性质等）一样的;规格一致的;始终如一的;v.使规格一律;使均一;使穿制服;,3
4887,appointment,n.约会;任命;职务;职位;,3
4888,opens,v.（打）开( open的第三人称单数 );开始;睁开;启动;,3
4889,anxiety,n.焦虑，忧虑;切望，渴望;令人焦虑的事;挂念;,3
4890,recognizing,v.认出( recognize的现在分词 );承认[认清]（某事物）;赏识;承认…有效[属实];,3
4891,inconveniences,none,3
4892,intends,none,3
4893,cents,n.分，一分钱的硬币( cent的名词复数 );,3
4894,identities,none,3
4895,collaborative,adj.合作的;协作的;,3
4896,participating,v.参加，参与( participate的现在分词 );,3
4897,howard,none,3
4898,fudan,none,3
4899,campuses,none,3
4900,intentionally,adv.有意地，故意地;,3
4901,spun,v.使…旋转( spin的过去式和过去分词 );纺（线）;杜撰;（使）急转身;,3
4902,unsteady,adj.不坚固的;不一贯的;摇晃的;无常的;,3
4903,slowly,adv.缓慢地，慢吞吞地，慢腾腾地;慢条斯理地，不慌不忙地，袅袅;迟钝，痴痴呆呆地;逐步;,3
4904,politics,n.政治;政治事务;政治观点;权术;,3
4905,arrange,vt.把…（系统地）分类;整理;改编（剧本等）;达成…的协议;vi.（就某事与某人）达成协议，（与某人）商定（某事）(with a person about 或 for a thing);[音乐]（尤指专业）改编乐曲;,3
4906,overweight,adj.超重的;过重的;超过规定重量的;n.超重;偏重;优势;vt.使…装载过重;使…负担过重;在重量上超过;,3
4907,reception,n.接待;欢迎;招待会;接待处;,3
4908,devotion,n.献身，奉献;忠诚;信仰，祈祷;热爱;,3
4909,crises,none,3
4910,factories,none,3
4911,comers,n.来者( comer的名词复数 );有成功希望的人;,3
4912,sadly,adv.悲哀地;忧愁地;令人遗憾地;不幸地;,3
4913,nobel,"n.诺贝尔(Alfred Bernhard,1833-1896，瑞典化学家及发明家，发明炸药，创设诺贝尔奖);",3
4914,kindness,n.仁慈，善行;友好的行为;,3
4915,mindless,adj.愚笨的;不小心的;无心的，无意识的;不顾…的;,3
4916,occupied,adj.已占用的，在使用的，无空闲的;v.占领( occupy的过去式和过去分词 );使用;使从事;任职;,3
4917,winning,adj.获胜的，赢的;成功的，胜利的;吸引人的;迷人的;n.获胜;赢得物;备采煤区;v.win的现在分词;,3
4918,victories,none,3
4919,fearful,adj.害怕的，担心的;胆怯的;吓人的，可怕的;<口>极端的;,3
4920,tale,n.传说，传言;（尤指充满惊险的）故事;坏话，谣言;〈古〉计算，总计;,3
4921,reactions,n.反应( reaction的名词复数 );反动;反对;反作用力;,3
4922,manner,n.方式，方法，做法;态度，样子，举止;礼貌，规矩;风俗，习惯，惯例，生活方式;,3
4923,favorable,adj.赞同的;称赞的;有利的;讨人喜欢的;,3
4924,costing,n.成本计算;成本核算;v.价钱为，花费(cost的现在分词);,3
4925,ipads,none,3
4926,matt,adj.表面暗淡的;无光泽的;不光滑的;n.无光表面;衬边;vt.使…无光;把…熔炼为锍（等于matte）;,3
4927,notation,n.记号，标记法;,3
4928,brightest,none,3
4929,thinkers,n.思想家( thinker的名词复数 );思考者;,3
4930,addresses,none,3
4931,sections,n.部分( section的名词复数 );节;部件;部门;,3
4932,text,n.文本，原文;课文，教科书;主题;版本;v.发短信;,3
4933,hardware,n.五金器具;计算机硬件;武器装备;,3
4934,troublesome,adj.令人讨厌的;令人烦恼的;引起麻烦的;（孩子等）难管的;,3
4935,revised,adj.经过修订（或校正）的;v.修订( revise的过去式和过去分词 );改变;修正;[主英国英语]复习;,3
4936,cleaner,n.清洁剂;保洁员;吸尘器;干洗店;adj.更清洁的(clean的比较级);整齐的;新的;正派的;,3
4937,giants,n.<希神>一个巨人种族（常与天上诸神作战并取胜，后来雅典娜和宙斯在海格立斯帮助下才将他们战败）;（故事中常为残酷而愚蠢的）巨人( giant的名词复数 );伟人;巨兽;,3
4938,lined,adj.有衬里的;有内衬的;（纸）有横格线的;（脸上）有皱纹的;v.排队( line的过去式和过去分词 );用线标出;[棒球]（击球手）击出（平直球）;给…安衬里;,3
4939,devil,n.魔鬼;家伙;淘气鬼;冒失鬼;vt.虐待，折磨;（用扯碎机）扯碎;（替作家，律师等）做助手;抹辣味料烤制或煎煮;,3
4940,episodes,n.插曲，片断( episode的名词复数 );一集;,3
4941,bone,n.骨头;尸骨;骨质物;有…样的骨头的;vt.挑鱼刺，剔骨头;剔去…的骨;vi.苦学;专心致志;,3
4942,references,none,3
4943,displays,v.显示( display的第三人称单数 );陈列;张开;泄露;,3
4944,borrowing,n.借款;贷款;借用的言语（或思想等）;v.借，借入（borrow的现在分词）;,3
4945,dominated,adj.受控的;v.控制( dominate的过去式和过去分词 );在…中占首要地位;在…中具有最重要（或明显）的特色;在…中拥有最重要的位置;,3
4946,acknowledge,vt.承认;鸣谢;对…打招呼;告知已收到;,3
4947,anticipated,vt.预先考虑到;先于…前行动;提前支用（薪金等）;adj.预先的;预期的;,3
4948,olympics,n.奥林匹克运动会(=Olympic games);奥林匹克运动会的( Olympic的名词复数 );,3
4949,invention,n.发明;发明物;捏造：内心捏造的东西，特指谎言;发明才能;,3
4950,adaptation,n.适应，顺应;改编，改编本;适应性的改变;同化;,3
4951,archives,n.档案，档案馆;档案文件( archive的名词复数 );档案馆，档案室;v.存档( archive的第三人称单数 );,3
4952,internal,adj.国内的;内部的;体内的;内心的;prep.（机构）内部的;n.内脏，内部器官;本质，本性;,3
4953,rocking,adj.摇摆的，摇动的;v.（使）来回摆动( rock的现在分词 );使震惊，使受震动;,3
4954,frame,n.框架;眼镜框;组织;边框;vt.陷害;设计;表达;使适合（某一特殊用途）;adj.有木架的，有构架的;,3
4955,decides,none,3
4956,inclined,adj.倾斜的;倾向的;v.（使）倾斜( incline的过去式和过去分词);（使）偏向;,3
4957,shocking,adj.令人震惊的，可怕的;触目惊心的;〈口〉非常粗陋的;adv.〈口〉极度[说不出地]（坏）;v.使…震惊( shock的现在分词);,3
4958,frightened,none,3
4959,obtaining,none,3
4960,seat,n.席位，座位;所在地;场所;臀部;vt.使就座;使就职;使获得座位（或席位）;可容纳若干座位;,3
4961,cupcakes,none,3
4962,soda,n.苏打;碳酸钠;苏打水，汽水;苏打点心;,3
4963,cupcake,n.纸杯蛋糕;（经常用于称呼语中）指有魅力的女人;指软弱和女性化的男人或男孩;,3
4964,pizza,n.意大利薄饼，比萨饼;,3
4965,fitness,n.健康;适当，适合;合情理;,3
4966,committing,v.保证（做某事、遵守协议或遵从安排等）( commit的现在分词 );把…托付给;把…记（或写）下来;承诺;,3
4967,siblings,n.兄弟，姐妹( sibling的名词复数 );,3
4968,sibling,n.兄弟，姐妹;[生]同科，同属;[人]氏族成员;,3
4969,libraries,none,3
4970,bare,adj.光秃秃的;（房间、柜子等）空的;赤裸的;刚好够的;vt.使赤裸;使露出;揭开;脱（衣服）;,3
4971,jobless,adj.没有工作的，失业的;与失业有关的;n.失业者（与the 连用）;,3
4972,rewarded,none,3
4973,billionaires,none,3
4974,joining,n.连接，接缝，连接物;v.连接( join的现在分词 );联结;加入;参加;,3
4975,philanthropy,n.博爱;慈善活动，慈善事业;,3
4976,malthus,none,3
4977,adequately,adv.足够地;适当地;,3
4978,actors,n.演员（尤指男演员）( actor的名词复数 );,3
4979,offense,n.进攻;（球队的）前锋;进攻方法;攻势;,3
4980,abnormally,adv.不正常地;,3
4981,charged,adj.充满感情的;紧张的，可能引起激烈反应的;v.填充;,3
4982,quietly,adv.平静地;静止地;轻声地;在暗中;,3
4983,clever,adj.聪明的，灵巧的;英俊的，风采优雅的;性情温良的;油腔滑调的;,3
4984,regulators,n.调节器( regulator的名词复数 );校准器;整时器;监管者;,3
4985,median,adj.中央的;中间的;[数]中值的;n.[数]中值;中位数;中线;,3
4986,bonuses,none,3
4987,arne,none,3
4988,sorenson,none,3
4989,marriott,none,3
4990,carmakers,none,3
4991,ford,n.浅滩，可涉水而过的地方;福特（人名）;福特汽车;vt.涉（水），渡过;,3
4992,sector,n.部门;领域;防御地区;扇形;,3
4993,sunny,adj.和煦的：照到阳光的;快活的，性情开朗亲切的;,3
4994,curtice,none,3
4995,gm,none,3
4996,spoiled,adj.被宠坏的;v.变质( spoil的过去式和过去分词 );损坏;毁掉;破坏;,3
4997,martha,n.玛撒，（宗）马大;,3
4998,checks,n.<美>支票( check的名词复数 );制止;调查;v.检查，核对( check的第三人称单数 );阻止;存放;托运（行李）;,3
4999,thoroughly,adv.彻底地;认真仔细地;完全地;非常;,3
