,单词,翻译,出现次数
2814,approaching,n.侵入，逼近，接近;adj.侵入的，逼近的，接近的;v.接近，走近，靠近( approach的现在分词 );（在性质、数量、质量、情形、时间等方面）近似;接洽;使移近;,6
2815,gloomy,adj.黑暗的;令人沮丧的;前景黯淡的;悲观的，阴郁的;,6
2816,phase,n.相，周相;阶段;[物理学]相位;方面，侧面;vt.分阶段实行;调整相位;vi.分阶段进行;,6
2817,precisely,adv.精确地;恰好地;严谨地，严格地;一丝不苟地;,6
2818,measured,adj.仔细斟酌的，慎重的;缓慢而又有节奏的;v.量( measure的过去式和过去分词 );测量;衡量;量出;,6
2819,narrative,n.记叙文;故事;叙述，记事;叙述手法;adj.叙述的，叙事体的;善于叙述的;,6
2820,equipped,none,6
2821,surprise,vt.使惊奇;突袭;意外发现;n.惊喜，惊奇;意外的事;,6
2822,appeals,none,6
2823,technique,n.技巧;技能;技术;技艺;,6
2824,evil,adj.邪恶的，罪恶的;有害的;不幸的，不吉的;品行坏的;n.邪恶，罪恶;坏事，恶行;邪恶的力量、势力或化身;灾祸;,6
2825,thousand,n.一千;数千;许许多多;千位数;adj.一千的;一千个的;成千的;许许多多的;,6
2826,cover,v.遮盖;掩蔽;涉及;洒上;n.覆盖物;避难所;掩护;封面;,6
2827,speaking,n.说话;讲话;谈话;演讲;adj.演讲的;富于表情的;（肖像）栩栩如生的;雄辩的;v.讲，谈(speak的现在分词 );,6
2828,bear,n.熊;（在证券市场等）卖空的人;蛮横的人;vt.忍受;承担;支撑;生育;vi.生（孩子）;结（果实）;与…有关;adj.跌价的;股票行情下跌的;卖空者的;,6
2829,noise,n.噪音;嘈杂声，喧闹声;声音，声响;杂音;vt.谣传;哄传;传说;vi.发出声音;大声议论;,6
2830,movements,n.整个活动;运动( movement的名词复数 );动作;移动;调动;,6
2831,pleased,none,6
2832,discovery,n.发现，发觉;（剧情的）发展;被发现的事物;[法]显示证据;,6
2833,appearance,n.外貌，外观;出现，露面;[哲]现象;,6
2834,genetic,adj.遗传的;基因的;起源的，起因的;演变的;,6
2835,analysis,n.分析，分解;梗概，要略;[数]解析;验定;,6
2836,page,n.页;（计算机的）页面;年史;<文>重要事件;vt.标记…的页数;翻页;喊出名字以寻找;（在公共传呼系统上）呼叫;vi.翻书页;浏览;,6
2837,settle,vt.解决;安排;使定居;使沉淀;vi.下沉;定居;n.高背长靠椅;,6
2838,bar,n.条，棒;（门、窗等的）闩;障碍;酒吧间;vt.闩（门等）;阻碍，封锁;排除，去除;prep.除…之外;,6
2839,load,n.负荷;负担;装载;工作量;vt.使担负;装填;把…装入或装上;装满，堆积;vi.加载;装载;装货;,6
2840,mouth,n.口;出入口;传闻;vt.装腔作势地说;喃喃地说，心不在焉地说，言不由衷地说;vi.装腔作势说话;,6
2841,lie,v.躺;坐落在;处于…状态;说谎;n.谎言;谎话;状态;位置;,6
2842,renewed,adj.更新的;重建的;复兴的;重申的;v.（使）复原， （使）更新，赋予新的生命和活力( renew的过去式和过去分词 );重新开始;继续;补充;,6
2843,wore,v.穿着( wear的过去式 );磨成;使疲乏;同意;,6
2844,note,n.笔记;便笺;音符;钞票;vt.注意;记录;对…加注释;指出;,6
2845,attempt,vt.试图;尝试;n.进攻;尝试，冲击;,6
2846,conduct,vt.& vi.引导;带领;控制;传导;vt.组织;安排;实施;执行;adj.指挥，带领，护送;vi.（在乐队里）当指挥;（在公共电汽车或火车上）当售票员;指路;,6
2847,cameras,none,6
2848,minimum,n.最低限度;最小量;最低消费;[数]极小值;adj.最低的;最小的;最少的;,6
2849,directing,none,6
2850,motor,n.马达，发动机，[火箭]助推器;原动者，原动力;汽车;[解]运动肌，运动神经;vi.开[乘]汽车;vt.用汽车运送;adj.有引擎的;由发动机推动的;机动车的;肌肉运动的;,6
2851,cyclists,n.骑自行车的人( cyclist的名词复数 );,6
2852,equivalent,adj.相等的，相当的，等效的;等价的，等积的;[化学]当量的;n.对等物;[化学]当量;,6
2853,commit,vt.犯罪，做错事;把…托付给;保证（做某事、遵守协议或遵从安排等）;承诺，使…承担义务;,6
2854,reinvent,vt.（在不知他人已发明的情况下）重复发明，彻底改造，重新使用;,6
2855,stuff,n.材料，原料，资料;〈俚〉钱，现金;填充物;素材资料;vt.塞满;填塞;让吃饱;vi.吃得过多;,6
2856,dieting,vt.& vi.（使）节制饮食（diet的现在分词形式）;,6
2857,broke,vt.打破(break的过去式和过去分词);折断;adj.破产的;缺乏资金的;,6
2858,tremendous,adj.极大的，巨大的;可怕的，惊人的;极好的;,6
2859,furthermore,adv.此外;而且;与此同时;再者;,6
2860,britons,none,6
2861,mom,n.<美>妈妈;,6
2862,smokers,none,6
2863,nurse,n.护士，看护;奶妈，保姆，阿妈，保育员;保护人，培养者，养成所，发祥地;[植]保护树，[虫]保护虫，保育虫，[动]世代交替的无性期的个体;vt.& vi.护理;照料;喂;吃奶;vt.培育;怀抱;搂抱;调治;,6
2864,symptoms,n.症状( symptom的名词复数 );征兆;,6
2865,odds,n.希望，可能性;几率，胜算;掣肘的事情;逆境;,6
2866,creation,n.制造，创造;创造物，产物;（尤指<圣经>所述由上帝）创造天地，宇宙;（爵位等的）封授;,6
2867,rises,none,6
2868,resulted,none,6
2869,hillsdale,none,6
2870,newsweek,none,6
2871,participation,n.参加，参与;分享;,6
2872,discussions,n.讨论( discussion的名词复数 );商讨;详述;论述;,6
2873,weekends,n.周末( weekend的名词复数 );星期六和星期日（或略长一点的）休息时间;,6
2874,telephone,n.电话;电话机;（电话机的）话筒;受话器;vt.& vi.以电话传送（消息），给（某人）打电话;用电话与（某人）交谈;,6
2875,oral,adj.口头的，口述的;口服的;属于或关于嘴的;构成或使用言语的;n.（尤指外语考试中的）口试;,6
2876,impression,n.印象，感觉;影响，效果;盖印，印记;,6
2877,dark,adj.黑暗的;乌黑的;忧郁的;神秘的;n.黑暗;暗色;暗处;,6
2878,blue,n.蓝色;[复数]（美国海、陆、空三军穿的）蓝色制服;蓝颜料;[the blue(s)][用作单数或复数]布鲁斯（歌曲）（一种伤感的美国黑人民歌）;adj.蓝色的;沮丧的，忧郁的;下流的;vt.把…染成蓝色;使成蓝色;给…用上蓝剂;用上蓝剂于;vi.变成蓝色，呈蓝色;,6
2879,corner,n.角落，角;拐角;困境;[商]囤积;vi.驾车转弯;聚于角落;vt.垄断;逼入困境;adj.位于角落的;,6
2880,neighboring,adj.邻近的;v.<美>邻居，邻国( neighbor的现在分词 );邻近的，邻接的;,6
2881,officers,n.军官( officer的名词复数 );（政府，会社等的）高级官员[职员];警察的头衔;,6
2882,parties,none,6
2883,planned,adj.计划了的，根据计划的;v.计划，打算，设计( plan的过去式和过去分词 );,6
2884,janet,none,6
2885,incomes,n.收入，所得，收益( income的名词复数 );,6
2886,spouse,n.配偶，夫或妻;vt.和…结婚;,6
2887,rose,n.玫瑰;粉红色;蔷薇（花）;粉红色的葡萄酒;adj.玫瑰花的;玫瑰色的;粉红色的;带有玫瑰香味的;vt.使成玫瑰色，使（面颊）发红;使有玫瑰香味;v.起义（ rise的过去式）;升起;（数量）增加;休会;,6
2888,stick,vt.& vi.粘贴;张贴;插入;刺入;vt.容忍;产生作用;（尤指迅速或随手）放置;阻延或推迟;n.棍棒，棍枝;枝条;操纵杆;球棍;,6
2889,happening,n.事件;意外发生的事;v.发生(happen的现在分词);碰巧;,6
2890,totally,adv.完全，整个地，全部地;百分之百;干净;,6
2891,profits,n.利润，收益，赢利( profit的名词复数 );益处，得益，好处，裨益;利润率;v.获益，得利于( profit的第三人称单数 );,6
2892,presence,n.出席;仪表;风度;鬼魂，神灵;,6
2893,feels,none,6
2894,proves,none,6
2895,amid,prep.（表示位置）在…中间;（表示环境）处于…环境中;由于存在…情况;（表示让步）尽管有…的情况;,6
2896,psychology,n.心理学;心理特点;心理状态;心理影响;,6
2897,plastic,n.塑料制品;〈口〉（使用）信用卡;整形;可塑体;adj.可塑的，塑性的，受范的，柔软的;造型的，塑造的，给与形态的;塑料[塑胶]的，塑料[塑胶]制的，合成树脂做的;有形成力的，有创造力的;,6
2898,imported,none,6
2899,steal,vt.偷;悄悄地做，悄悄地走;潜行;不正当的获得;vi.偷;偷偷地行动：秘密、不显明地行动、发生或消失;[棒球]偷垒;n.偷窃;便宜货;便宜货;,6
2900,tonight,n.今晚，今夜;adv.在今晚;,6
2901,sensible,adj.明智的;合乎情理的;通情达理的;意识到的，能感觉到的;n.可感觉到的东西;敏感的人;,6
2902,chose,v.挑选（ choose的过去式 ）;选择;选定;喜欢;,6
2903,photographs,n.照片，相片( photograph的名词复数 );,6
2904,visible,adj.看得见的;明显的，显然的;手头的，可得到的;可察觉到的;,6
2905,determined,adj.坚定的;毅然的;确定的;v.（使）下决心，（使）做出决定( determine的过去式和过去分词);决定;确定;使决定;,6
2906,lewis,n.吊楔;(L-)路易斯（男子名，涵义：在战场上很有名气）;,6
2907,sentence,n.句子;宣判;vt.宣判，判决;,6
2908,oneself,pron.自己，自身;亲自，自行;其;亲手;,6
2909,disappointed,adj.失望的;沮丧的，失意的;v.使（人）失望( disappoint的过去式和过去分词);使破灭，使落空;,6
2910,unfair,adj.不公正的，不公平的;违反规则或准则的;,6
2911,hurts,n.损害( hurt的名词复数 );打击;肉体上的伤害[痛苦];精神上的痛苦[创伤];v.弄痛( hurt的第三人称单数 );使受伤;使伤心;使受皮肉之苦;,6
2912,reward,n.报酬;报答;赏金;酬金;vt.酬谢，奖赏;报答，惩罚;,6
2913,ignore,vt.忽视，不顾;[法律]驳回（诉讼）;,6
2914,understands,none,6
2915,aggressive,adj.侵略的，侵犯的，攻势的;（美）有进取心的，积极行动的;有进取心的，有闯劲的;好争斗的，借故生端的，爱打架的，要打架的;,6
2916,fish,n.鱼，鱼肉，鱼类;〈口〉（特殊的）人物，家伙，东西;[建]接合板，夹片，鱼尾板;[航]钓锚器，撑夹桅杆的加固夹箍;vt.& vi.捕鱼;钓鱼;摸出;掏出;vt.钓鱼，捕鱼;搜寻;[航]加夹箍夹牢;[工]用接合板连接[加固];vi.捕鱼，钓鱼;用钩捞取;,6
2917,theft,n.偷盗，偷窃;被盗，失窃;盗窃之物，赃物;失窃案例;,6
2918,remark,n.注意，观察;话语;评论，谈论，;vt.& vi.评论;觉察;,6
2919,dance,n.跳舞;舞会;舞蹈艺术;舞曲;vi.跳舞;手舞足蹈;摇晃;跳跃;vt.使跳舞;,6
2920,code,n.行为准则;代码，密码;法典;信号;vt.将…译成电码;编码，加密;vi.为…编码;指定遗传密码;,6
2921,discouraged,adj.灰心的;沮丧的;气馁的;泄气的;v.使气馁( discourage的过去式和过去分词 );使沮丧;阻碍;劝阻;,6
2922,classical,adj.古典的，经典的;传统的;古典文学的;第一流的;n.古典音乐;,6
2923,behave,vi.表现;举止端正;自然反应;vt.使守规矩;,6
2924,psychologist,n.心理学研究者，心理学家;,6
2925,resist,v.抵抗，抗拒;忍耐;反对，抵制;n.防染剂;防腐剂;,6
2926,rain,n.雨;（热带地区的）雨季，雨天;雨点般降落的东西;<俚>电子流;vt.& vi.（雨）降下，（使）降落;大量地给，（使）大量落下;,6
2927,maths,n.数学;=mathematics（英）;,6
2928,confused,adj.糊涂的;迷乱的;混杂的;不清楚的;v.困惑(confuse的过去式);,6
2929,procedures,n.程序;手续;步骤;常规;程序( procedure的名词复数 );手续;[计算机]过程;（为解决一个特殊问题而专门设计的）文字程序;,6
2930,recommendation,n.推荐;推荐信;建议;可取之处;,6
2931,describe,vt.描写，形容;叙述;描绘，作图;（行星等）周转;,6
2932,committee,n.委员会;,6
2933,artist,n.艺术家;画家;能手;骗子;,6
2934,tried,adj.可靠地;经过考验的;v.试图，努力( try的过去式和过去分词);考验;磨炼;审讯;,6
2935,vacation,n.假期，休假;[古] 空出，撤出，辞去;vi.度假;,6
2936,persist,v.坚持;固执;存留;继续存在;,6
2937,sword,n.剑，刀;武力，战争;兵权，权力;,6
2938,reveal,vt.显露;揭露;泄露;[神]启示;n.揭示，展现;[建]门侧，窗侧;,6
2939,chefs,none,6
2940,chef,n.厨师，大师傅;,6
2941,executive,n.总经理;行政部门;[计算机]执行指令;adj.执行的;管理的;政府部门的;,6
2942,presentations,none,6
2943,hill,n.小山，山冈;斜坡;v.把…堆成小山;培土于…周围;,6
2944,proud,adj.自豪的，得意的;光荣的，高尚的;傲慢的;有自尊心的;,6
2945,breakfast,n.早餐，早饭;早餐食物;vi.吃早餐;vt.供给…早餐;,6
2946,weekly,adj.一周一次的[地]，每周的;周刊的;n.周刊，周报;adv.一星期一次，每周;,6
2947,commitments,n.委托( commitment的名词复数 );任务;承担的义务;,6
2948,frank,adj.坦白的，直率的;清楚表明的;明显的;n.弗兰克;免费邮寄权;免费邮戳或签名;免费邮寄的信件;vt.免费寄（邮件）;盖免费邮寄公章;盖邮戳;便于使（人）自由地来往;,6
2949,contrary,adj.相反的;违反的，反对的;对立的;顽固的，任性的;n.对立或相反的事物;对立方;[逻]反对命题;adv.相反地，矛盾地;,6
2950,periods,n.周期;时期( period的名词复数 );（一段）时间;学时;句号;,6
2951,diverse,adj.不同的，多种多样的;变化多的;形形色色的;,6
2952,surrounded,"adj.（后面与by,with连用）被…环绕着的;v.包围( surround的过去式和过去分词 );与…紧密相关;围绕;喜欢结交（某类人）;",6
2953,races,none,6
2954,resident,adj.定居的，常驻的;[计]常驻的，常存于内存中的;[动]不迁徙的（鸟兽等）;固有的，内在的;n.居民;（旅馆的）住宿者;住院医师;,6
2955,annan,none,6
2956,former,adj.以前的，从前的;在前的;前任的;n.模型，样板;构成者，创造者;起形成作用的人;[无线]线圈架;,6
2957,illnesses,n.（身体或精神上的）疾病( illness的名词复数 );（某种）病;患病期;,6
2958,release,vt.释放;放开;发布;发行;n.释放，排放，解除;释放令;公映的新影片，发布的新闻[消息];,6
2959,projected,adj.规划的;设计的;预期的;估计的;v.投射( project的过去式和过去分词 );计划;提出;展现;,6
2960,pielke,none,6
2961,estimates,n.估计( estimate的名词复数 );报价;（承包人的）估价单;估计的成本;v.估计，评价，评估( estimate的第三人称单数 );（粗略）估计（…的距离、价值、数目、大小、重量、费用等），估量，预算;,6
2962,press,vt.压，按;逼迫;紧抱;vi.压;逼迫;重压;n.强迫征兵;新闻报道，出版物;压榨;印刷机（厂）;,6
2963,describing,v.描写( describe的现在分词 );叙述;画出（图形等）;形容;,6
2964,stressed,none,6
2965,hazards,none,6
2966,gases,none,6
2967,challenged,adj.残疾的，有伤的;有缺陷的或缺少的;受到挑战的;v.“challenge”的过去式和过去分词;,6
2968,meat,n.肉;食物;实质;adj.重要的;基本的;,6
2969,amazed,none,6
2970,convenience,n.方便，便利;便利设施;个人的舒适或利益;（公共）厕所;,6
2971,clean,adj.干净的;无污染的;空白的;文明的;v.打扫;变干净;除去…的灰尘;清除内脏;adv.彻底地;完全地;n.打扫;清扫;,6
2972,sister,n.姐妹;（称志同道合者）姐妹;修女;护士;adj.姐妹般的;同类型的;v.如姐妹般相待;,6
2973,unwilling,adj.不愿意的，不情愿的;勉强的;厌恶的;不甘;,6
2974,dangerous,adj.危险的;,6
2975,assign,vt.分派，选派，分配;归于，归属;[法律] 把（财产，权利、利息）从一人转让给另一人;把…编制;n.[常用复数][法律]受让人，接受财产等转让的人，受托者;,6
2976,convey,vt.传达，传递;运送，输送;[法]让与，转让（财产等）;表达;,6
2977,talked,none,6
2978,cat,n.猫;猫科动物;狠毒的女人;爵士乐爱好者;vt.把（锚）吊放在锚架上;〈俚〉寻欢，宿娼;,6
2979,gathering,n.聚集;集会;采集;积累;v.（使）聚集( gather的现在分词);集合;推断;了解;,6
2980,adulthood,n.成年;成人期;“adult”的派生;,6
2981,talks,n.会谈;v.说( talk的第三人称单数 );讨论;说话;（用以强调款额、情况严重程度等）讲的是;,6
2982,nobody,pron.没有人，无人;n.小人物，无足轻重的人;,6
2983,forcing,adj.强迫的，施加压力的;n.强制，强夺;v.强制( force的现在分词 );强作;施强力于;促成早熟;,6
2984,exchange,n.交换;交易;交易所;兑换（率）;vt.交换，互换;兑换;交换，调换;vi.交换，替换;进行易货贸易，作物物交换;[金融业]（货币）交换，兑换;,6
2985,lifestyle,n.生活方式;,6
2986,dying,adj.<口>渴望，切盼;垂死的，临终的;会死的;快熄灭的;v.“die”的现在分词;,6
2987,complex,adj.复杂的;难懂的;复合的;n.建筑群;相关联的一组事物;情结;不正常的忧虑;,6
2988,warmth,n.温暖，暖和;热情，热心;激动;诚恳;,6
2989,indifferent,adj.漠不关心的;无关紧要的;中立的;中等的;,6
2990,trader,n.商人;商船;交易者;,6
2991,laundry,n.洗衣店，洗衣房;洗好的衣服;待洗的衣服;洗熨;,6
2992,discussion,n.讨论，谈论;详述，论述;,6
2993,listed,adj.列入文物保护名册的;登记上市的;,6
2994,supermarket,n.超级市场;自动售货商店;,6
2995,needn,none,6
2996,except,vt.把…除外;不计;prep.除…外;conj.[口语]要不是;除非;除…以外;vi.反对，表示异议（与 to 或 against连用）;,6
2997,covers,none,6
2998,sky,n.天（空）;vt.将…击向空中;将…高挂;,6
2999,device,n.装置，设备;方法;策略;手段;,6
