,单词,翻译,出现次数
1291,follow,vt.& vi.跟随，接着;vt.继承;（按时间、顺序等）接着;从事;采用;vi.理解;发生兴趣;由此产生;跟着人（或物）去（或来）;n.追随，跟随;[台球]推球，跟球打法（使竿击的球在击中目的球后继续滚动的打法）;,15
1292,invest,vt.& vi.投资;花费;vt.授予，使就职;给…穿衣，装饰;使充满;覆盖;,15
1293,worry,n.烦恼，忧虑;担心;撕咬;vi.担心，焦虑;为…发愁;撕咬;vt.使烦恼;烦扰;撕咬;,15
1294,director,n.主管，主任;董事，理事;负责人，监督者;导演;,15
1295,danger,n.危险;危险物，威胁;,15
1296,smart,adj.聪明的;敏捷的;漂亮的;整齐的;vi.疼痛;感到刺痛;难过;n.创伤;刺痛;疼痛;痛苦;vt.引起…的疼痛（或痛苦、苦恼等）;adv.聪明伶俐地，轻快地，漂亮地;,15
1297,maybe,adv.也许;可能;大概;n.不确定性;,15
1298,japan,n.黑色亮漆，日本亮漆;（日本式）漆器;vt.在（尤指木制品或金属制品）上涂黑色亮漆;,15
1299,boost,vt.促进，提高;增加;吹捧;向上推起;vi.宣扬;[美国俚语]（尤指在商店）行窃，偷窃;n.提高，增加;帮助;吹捧;加速[助推]器;,15
1300,pick,vt.& vi.挑选，挑拣;挖，采，摘，剔，扒;挑剔;n.选择;收获;精华;,15
1301,george,n.男子名;,15
1302,washington,n.[地名]华盛顿;[英格兰人姓氏]华盛顿，来源于古英语人名Wassa+古英语，含义是“居留地”(settlement);,15
1303,customer,n.顾客，客户;主顾;<口>家伙;,15
1304,complaints,n.抱怨( complaint的名词复数 );诉苦;投诉;疾病;,15
1305,magazines,n.弹药库( magazine的名词复数 );杂志;弹仓;（电视、广播）专题节目;,15
1306,california,n.美国加州;,15
1307,careers,none,15
1308,wrote,v.写( write的过去式 );写信;,15
1309,tradition,n.传统;惯例;[宗]经外传说;[法]移交，引渡;,15
1310,surface,n.表面;外观，外表;地面。水面;vi.浮出水面;在表面工作;显露;vt.使浮出水面;使成平面;adj.表面的，外观的;外表上的，平地上的;肤浅的;,15
1311,leading,adj.重要的，主要的;前列的;首位的;n.行距;铅框;v.领导（lead的ing形式）;,15
1312,content,n.内容;（书等的）目录;满足;容量;,15
1313,useful,adj.有用的，有益的，有帮助的;令人满意的;,15
1314,sufficient,adj.足够的;充足的;充分的;,15
1315,box,n.盒;箱状物;包厢;哨房;vt.把…装入盒[箱，匣]中;vt.& vi.拳击;,15
1316,species,n.物种;种类;类型;[逻辑] 个体;,15
1317,airport,n.机场;航空站;,15
1318,angry,adj.生气的;愤怒的，发怒的;（颜色等）刺目的;（伤口等）发炎的;,15
1319,waste,n.浪费，白费，挥霍钱财;废料，废品，废物;荒地，荒芜;消耗（量），损耗;vt.& vi.徒劳;（使）损耗;（使）消瘦;浪费;vt.破坏;干掉;（游戏或比赛中）大胜;adj.废弃的， 无用的， 荒芜的;,15
1320,search,v.搜寻，搜索;调查;搜查;探求;n.搜索;调查;探求;,15
1321,baby,n.婴儿;婴孩;幼崽;宝贝儿;vt.把…当作婴孩看待，娇养;纵容;adj.小孩似的;孩子的;小型的;,15
1322,playing,v.演奏( play的现在分词 );演出;参加比赛;捉弄;,15
1323,expected,none,15
1324,studying,none,15
1325,adult,adj.成熟的;（智力、思想、行为）成熟的;成年人的;成年的;n.成年的人或动物;,15
1326,numbers,none,15
1327,encouraging,adj.鼓励的，赞助的，促进的;v.鼓励( encourage的现在分词);支持;促进;鼓动;,15
1328,requires,none,15
1329,flow,vi.流;垂;流出;（谈话、文体等）流畅;n.流动;滔滔不绝;涨潮;连贯;vt.使泛滥;淹没;排出;,15
1330,grew,v.种植( grow的过去式 );扩大;扩展;增加;,15
1331,physics,n.物理学;物理现象;物理成分;,15
1332,processing,none,15
1333,tickets,none,15
1334,emotional,adj.表现强烈情感的;令人动情的;易动感情的;感情脆弱的;,15
1335,damage,vt.& vi.损害，毁坏;n.损害，损毁;赔偿金;,15
1336,hot,adj.热的;辣的;激动的;热门的;vt.使兴奋，使激动;adv.热的;紧迫的;vi.变热;,15
1337,birth,n.出生;分娩;起源;出身;,15
1338,imply,vt.& vi.暗示;意味;隐含;说明，表明;,15
1339,junk,n.废旧物品，破烂物;中国式平底帆船;便宜货，假货;废话，哄骗;vt.丢弃，废弃;把…分成块;,15
1340,act,v.行动;表现;表演;起作用;n.行为;行动;法案，法令;短节目;,15
1341,joint,adj.共同的，联合的;共享的;两院的;连带的，共同的;n.[解]关节;接合处;下流场所;一块烤肉（英式英语）;vt.结合，联合;为…装上接头，使…有接缝;,15
1342,solar,adj.太阳的，日光的;利用太阳能的;根据太阳决定或测定的;n.日光浴室;,15
1343,findings,n.发现物( finding的名词复数 );调查（或研究）的结果;<律>（陪审团的）裁决;,15
1344,visitors,n.访问者( visitor的名词复数 );参观者;游客;候鸟;,15
1345,writer,n.作家;作者;撰写人;写字…的人;,15
1346,seriously,adv.认真地;严肃地;严重地;,15
1347,piece,n.块，片，段;部分，部件;文章，音乐作品;vt.修补;连接，接上;,15
1348,interracial,adj.人种间的，人种混合的;,15
1349,influenced,none,15
1350,step,n.步，脚步;步骤，手段;步调;级别;vt.& vi.举步，行走;踩，踏上;跨入;轻快地走;vi.踏，踩;走;vt.跳舞;迈步;使成阶梯状;,15
1351,display,n.展览，陈列;陈列品，展览品;显示器;炫耀;vt.显示;陈列;展开，伸展;夸示，炫耀;vi.（计算机屏幕上）显示;,15
1352,elsewhere,adv.在别处，到别处;他;,15
1353,medium,adj.中等的，中级的;普通的;平均的;五分熟的;n.媒介物，媒质;中间，中庸，[生]培养基，培养液，颜料溶解液，[数]中数，平均，[逻]中名辞;手段，方法;中间物;,15
1354,hall,n.过道，走廊;大厅，前厅;娱乐中心，会所;,15
1355,ocean,n.洋;海洋;大海;（地球上划分出的）洋;,15
1356,son,n.儿子;孩子;男性后裔;圣子（耶稣基督）;,15
1357,printed,adj.印刷的，已印好的;v.（在松软的表面）压印( print的过去式和过去分词 );把…付印;用印刷体写;冲洗（照片）;,15
1358,advanced,adj.先进的;高等的，高深的;年老的;晚期的;v.前进(advance的过去式和过去分词);增加;上涨;,15
1359,range,n.范围;射程;类别;（山脉，房屋等的）排列;vi.搜索;变化;延伸;漫游;vt.排列;（按一定位置或顺序）排序;把…分类;徘徊;adj.牧场的，放牧区的;,15
1360,feed,vt.喂养;满足（欲望等）;向…提供;供…作食物;vi.吃，以…为食;流入，注入，进入（如油流入机器）;[电子学]馈入;n.饲料（尤指粗饲料），施肥;喂送;草料;（尤指向地方性电视台）馈送电视节目;,15
1361,valley,n.山谷，溪谷，峡谷，谷地，深谷;流域;[建筑]屋顶排水沟，屋面斜沟;,15
1362,tyler,n.共济会秘密会所守门人;,15
1363,tax,vt.使负重担;消耗精力;向…征税;责备，谴责;n.税，税额;负担;,15
1364,economics,n.经济学;经济，国家的经济状况;,15
1365,modem,n.调制解调器;,14
1366,remains,n.遗骨，遗体，残骸，残余，遗迹;废墟，遗址，遗迹，剩余（物），余额;v.留下( remain 的第三人称单数);保持;留待;仍然是;,14
1367,closely,adv.接近地;紧密地;严密地;亲近地;,14
1368,solution,n.解决;溶解;溶液;答案;,14
1369,forced,adj.被迫的;强迫的;v.强制(force的过去式和过去分词);,14
1370,immediate,adj.立即的;直接的，最接近的;目前的，当前的;直觉的;,14
1371,habit,n.习惯，习性;气质;宗教服装;vt.给…穿衣服;打扮;,14
1372,san,none,14
1373,versions,n.译本( version的名词复数 );版本;（个人对事件的）描述;（原物的）变体;,14
1374,imagine,vt.想，设想;想像;料想，猜想;误认为;vi.想象;猜想，推测;,14
1375,detail,n.详述;（照片、绘画等的）细部;细目，琐碎;各种细节;vt.详述，仔细汇报;选派;清晰地说明;给于细部装饰;,14
1376,rare,adj.罕见的，特殊的;半熟的；半生的;稀薄的，经过稀化的;三分熟;,14
1377,constantly,adv.不断地，时常地;时刻;常川;历来;,14
1378,phenomenon,n.现象，事件;奇迹;非凡的人;,14
1379,believed,none,14
1380,burden,n.负担，包袱;责任，义务;载货量;（诗歌，发言等的）重点;vt.使烦恼，劳累;向（车，船等）上装货;,14
1381,comfortable,adj.舒适的;安逸的，处于轻松的;充裕的;,14
1382,abilities,none,14
1383,king,"n.国王;（纸牌中的）老K,（国际象棋的）王;…之王;vt.立…为王;adj.巨型的;",14
1384,nor,conj.也不;也不是;和 neither 或 not 连用;去甲;,14
1385,participants,n.参加者，参与者;参加者，参与者( participant的名词复数 );adj.有份的，参与的;,14
1386,everyday,adj.日常的，平常的;普通的;每天的;经常;,14
1387,red,adj.红色的;（脸）涨红的;烧红的;红头发的;n.红色;红衣服;红颜料;红葡萄酒;,14
1388,shortages,n.不足( shortage的名词复数 );缺少;缺少量;不足额;,14
1389,pictures,n.<非正>（过时）电影院； 电影业;影片( picture的名词复数 );情况;图画;（生动的）描述;v.绘画( picture的第三人称单数 );描绘;想像;设想;,14
1390,brought,v.带来( bring的过去式和过去分词 );促使;提供;使朝（某方向或按某方式）移动;,14
1391,federal,adj.联邦（制）的;同盟的;n.联邦主义者;同盟盟友;,14
1392,necessarily,adv.必要地;必需地;必定地;必然地;,14
1393,clearly,adv.明亮地;明净地;明确地;显然地;,14
1394,mixed,adj.混合的，混杂的;男女混合的;〈口〉头脑混乱的;形形色色的;v.混合(mix的过去式和过去分词);（使）结交;,14
1395,venture,n.冒险事业;冒险;冒险行动;商业冒险;vt.冒…的危险;拿…冒险;用…进行投机;以…做赌注;vi.冒险前进，冒险行事;猜测（常与at连用）;,14
1396,debate,n.讨论;辩论;争论;辩论;vt.& vi.辩论;仔细考虑;思考;盘算;,14
1397,communicate,vt.传达，表达;显示：清晰地揭示;表明;传染：扩散;vi.通讯;交际;相连;相通;,14
1398,staying,n.撑（法）;v.停留，停止( stay的现在分词 );继续处于某种状态;,14
1399,hair,n.头发，毛发;（动、植物的）毛;一丝丝，些微;毛发织物;,14
1400,suppose,vt.假定;猜想，推测;认为;让（用于祈祷语气）;vi.想象，猜想;,14
1401,attitude,n.态度;看法;姿势;个人风格;,14
1402,opportunity,n.机会;适当的时机良机;有利的环境，条件;,14
1403,dealing,none,14
1404,lessons,none,14
1405,drop,vt.& vi.（使）落下;投下;（使）降低;减少;vt.放弃;停止;（故意）降下;垂下（眼睛）;n.滴;空投;降落;少量;vi.（水或其他液体）滴;结束;（因受伤或死等）倒下;退出;,14
1406,regard,vt.认为;注视;涉及;尊敬;vi.凝视;留意;n.凝视;留意;尊敬;问候;,14
1407,worst,adj.最差的;最严重的;最令人不满的;最糟的;n.最坏的事情;最严重的事;adv.最坏;最糟;最严重;vt.胜过，击败;,14
1408,typically,adv.典型地;代表性地;通常;,14
1409,randomly,adv.随便地，未加计划地;,14
1410,assigned,n.[计][修]（已）赋值[分配];[计]指定的，赋值的;adj.指定的，赋值的;v.分配( assign的过去式和过去分词 );指派;指定;（作为说明或原因）提出;,14
1411,regardless,adv.不顾后果地;不管怎样，无论如何;不惜费用地;adj.不重视的，不尊敬的;不顾虑的，不关心的;不受注意的，毫无价值的;,14
1412,district,n.地区;教区;〈美〉（各州众议员）选举区;行政区，市区;vt.把…分区;,14
1413,readers,n.读者（复数）;读者( reader的名词复数 );初级读物;电子阅读器;审稿人;,14
1414,communities,none,14
1415,established,adj.已建立的;已设立的;已制定的;确定的;v.建立( establish的过去式和过去分词);确定;[植物学]使（植物）定植;使成为;,14
1416,providing,conj.如果;假如;在…条件下;倘若;v.提供，供给，供应( provide的现在分词);规定;提供[(+for)];装备;,14
1417,born,vt.bear的过去分词;支撑，支持;亲自携带，运输;vi.结果，生产;和…有关;adj.出生的，出身于…的;天生的，天赋的;,14
1418,hiring,n.雇用，租赁;adj.雇用的，租赁的;v.聘用( hire的现在分词 );录用;雇用;租用;,14
1419,st,none,14
1420,andrew,n.安德鲁（男子名）;,14
1421,unhappy,adj.不幸的，悲惨的;不快乐的;不恰当的;不凑巧的;,14
1422,suspect,vt.猜疑（是）;怀疑，不信任;怀疑…有罪;n.嫌疑犯;vi.怀疑;,14
1423,existence,n.存在，实在;生活，生活方式;实体，存在物;,14
1424,leads,n.（盖屋顶用的）（薄）铅片； 铅框;领导( lead的名词复数 );领先;主角;线索;v.带路( lead的第三人称单数 );领导;指挥;领先;,14
1425,perspective,n.透镜，望远镜;观点，看法;远景，景色;洞察力;adj.（按照）透视画法的;透视的;,14
1426,designed,adj.有计划的，原意的;v.设计，绘制( design的过去式和过去分词 );设计;计划;企图;,14
1427,cards,none,14
1428,matters,n.物质( matter的名词复数 );（讨论、考虑等的）问题;重要性;事件;v.要紧( matter的第三人称单数 );化脓;有重大影响;有重要性;,14
1429,seeing,conj.<口>因为，鉴于，由于;n.看见;观看;参观;v.看见( see的现在分词 );观看;领会;考虑;,14
1430,track,n.小路，小道;痕迹，踪迹;轨道，音轨;方针，路线;vt.跟踪;监看，监测;追踪;vi.沿着轨道前进;沿着一条路走，旅行;位于一队列中;,14
1431,romantic,adj.浪漫的，谈情说爱的，多情的，风流的，香艳的;空想的，虚构的，怪诞的，想入非非的，不实际的，难实行的（计划等）;传奇（式）的，小说般的，情节离奇的;浪漫主义的;n.富于浪漫气息的人;浪漫主义作家[画家等]，浪漫派诗人[艺术家];浪漫思想[行为];,14
1432,concerned,adj.有关（方面），被牵连的;担心的，烦恼的;关心政治的，关心社会的;vt.涉及;关心;参与，卷入;使担忧;vi.有关，利害关系;顾虑;装置;,14
1433,background,n.（画等的）背景;底色;背景资料;配乐;,14
1434,popularity,n.普及;流行;名气，名望，通俗性，大众性;人望;,14
1435,opposite,adj.相对的;对面的;对立的;[数学]（顶、边等）对的;prep.（表示位置）在…的对面;[数学]（顶、边等）对的;与…在一排;（表示方式）与…联合主演;adv.在对面，对过;n.对立面，对立物，相反的人[事物];,14
1436,frequently,adv.频繁地，屡次地;往往;动;动辄;,14
1437,atmosphere,n.大气，空气;大气层;风格，基调;气氛;,14
1438,lodging,n.出租的房间;暂住;寄宿;借宿;v.存放（ lodge的现在分词）;暂住;借宿;卡住;,14
1439,nations,none,14
1440,temperatures,n.温度( temperature的名词复数 );气温;高烧;发烧;,14
1441,busy,adj.忙碌的;占线;繁华的;爱管闲事的;vt.忙着做某事;使奔走;使经营;n.〈英俚〉侦探;包打听;,14
1442,mothers,none,14
1443,caregivers,none,14
1444,nice,adj.美好的，愉快的;正派的;友好的，亲切的;细致的;,14
1445,improved,adj.改良的;v.改善，改进，提高( improve的过去式和过去分词 );提高（土地、地产）的价值;利用（机会）;抓紧（时间）;,14
1446,ill,adj.不好的;恶意的;有病的;不吉利的;adv.坏;不利地;令人不满地;n.伤害;困难;问题;弊端;,14
1447,message,n.信息;消息;要旨;教训;v.给…发消息;给…留言;,14
1448,treat,n.款待;招待;乐事;乐趣;v.对待;治疗;处理;款待;,14
1449,mood,n.心情;语气;气氛;坏心境;,14
1450,authors,none,14
1451,wages,n.工资;报酬;薪金;工钱;工资( wage的名词复数 );v.开始( wage的第三人称单数 );发动;进行;继续（战争、战斗等）;,14
1452,unskilled,adj.不熟练的;不需要特殊技能的;不擅长的;拙劣的;v.不熟练，无技能(unskill的过去式和过去分词形式);,14
1453,catch,vt.赶上;接住;引起;看见;vt.& vi.（使）被钩住，（使）被卡住;n.抓;隐情;捕获量;挂钩;vi.锁住;着火;[棒球]当接球手;adj.迷惑人的;令人容易上当的;引人注目的;令人感兴趣的;,14
1454,educators,n.（尤指作为一种职业的）教育工作者，教员，教师( educator的名词复数 );,14
1455,gesture,n.手势，姿势;举止，动作;〔古语〕仪态;[计算机]光笔指令;vt.做手势;vi.用手势表现，表达或指导;,14
1456,movie,n.电影;电影院;电影业;,14
1457,mill,n.磨坊;磨粉机;榨汁机;工厂;vt.研磨，粉碎;搅拌;磨，铣;轧花边（在纸币上）;vi.惊跑，乱闯;经研磨;,14
1458,theory,n.学说;理论;原理;推测;,13
1459,majority,n.多数;（获胜的）票数;成年;法定年龄;,13
1460,putting,v.放置（put的现在分词）;轻击球（putt的现在分词）;,13
1461,expectations,n.希望( expectation的名词复数 );预料;（被）预期;[常作复数] 期望的事情;,13
1462,contain,vt.包含，容纳;克制，遏制;牵制;包括或由…构成;,13
1463,finds,none,13
1464,confident,adj.确信的，深信的;有信心的，沉着的;大胆的，过分自信的;厚颜无耻的;n.知己;心腹朋友;,13
1465,complain,vi.抱怨，诉苦;申诉，控诉，抗议;vt.诉说，申诉，控告[后面常跟从句];,13
1466,urban,adj.都市的;具有城市或城市生活特点的;市内;,13
1467,fail,vt.& vi.失败，不及格;倒闭，破产;缺乏;衰退;vi.衰退;失败，不及格;破产;不足;vt.不及格;使失望;忘记;舍弃;n.失败，失误;不及格;不及格者;[商]期货交割失期;,13
1468,apart,adv.相隔，相距;分散地，分开地;成部分，成碎片;分辨;adj.分离的，隔离的;,13
1469,shift,vt.& vi.改变;去掉;摆脱掉;换挡;vt.换…的衣服，更（衣）;卖，出售;[计算机]使（数据）位移;vi.（汽车）换挡;换衣服;蒙混;自己谋生;n.移动，转移，转换;变迁，变化，变换，替换，更换，掉换，更易，代用;（汽车等的）变速;,13
1470,associated,vt.合伙，合营;联合，结合;联想;vi.联系(associate的过去式和过去分词);联盟;陪伴;n.合伙人;伴侣，同志;联想物，附随物;会员集体;adj.（用于联合企业的名称）联合的;有关联的;联合的;,13
1471,believes,none,13
1472,familiar,adj.熟悉的;通晓的;冒昧的;随便的;n.常客，密友;高级官吏的家属;[天主]教皇[主教]的仆人;,13
1473,helping,n.（食物）的一份;帮助，支持;v.帮助( help的现在分词 );有助于，有利于;治疗;避免;,13
1474,summer,n.夏，夏天;全盛时期，黄金时代，壮年时期;[建]大梁，檀条，楣，柱顶石;岁数;adj.夏季的;v.度过夏季，避暑;使度过夏季，夏季放牧（家畜）;,13
1475,ate,abbr.Automatic Test Equipment 自动试验设备;v.吃（过去式）;,13
1476,convenient,adj.方便的;[废语]适当的;[口语]近便的;实用的;,13
1477,status,n.地位;情形，状态;身份;,13
1478,add,vt.增加;补充;附带说明;把…包括在内;vi.增加;做加法;累积而成;扩大;n.加法，加法运算;（一篇报道的）补充部分;,13
1479,gift,n.赠品，礼物;天赋;赠送;天资;vt.赋予;向…赠送;天赋权力（或才能等）;授予;,13
1480,met,v.相遇( meet的过去式和过去分词 );相识;开会;接触（某物）;,13
1481,measure,n.测量，测度;措施;程度;尺寸;vt.测量;估量;vi.测量;测量（大小，容量，尺寸等）;,13
1482,allow,vt.允许;承认;给予;准许（做某事）;vi.容许;考虑;,13
1483,childhood,n.童年，儿童时代;早期;,13
1484,certainly,adv.无疑;当然;确定;肯定;,13
1485,allows,v.允许( allow的第三人称单数 );承认;酌增;接受;,13
1486,focusing,v.调焦;（使）集中， （使）聚集( focus的现在分词 );调整（镜头，眼睛）焦点[焦距]以便看清;（光、声等的）焦点;集中（光束于）;,13
1487,midlife,none,13
1488,happiness,n.幸福;高兴;恰当;合适;,13
1489,distance,n.距离，路程;远处;疏远;（时间的）间隔，长久;vt.把…远远甩在后面;疏远;与…保持距离;,13
1490,starting,n.出发，开始;v.出发，启程( start的现在分词 );起动;提出（问题）;开办;,13
1491,combined,adj.结合的;<化>化合的;[数]组合的;v.（使）联合(combine的过去式和过去分词);,13
1492,materials,n.材料( material的名词复数 );布料;衣料;[哲学] 物质;,13
1493,thousands,n.数千;一千( thousand的名词复数 );数千;许许多多;千位数;,13
1494,valuable,adj.贵重的，宝贵的;有价值的;可评估的;n.贵重物品，财宝;,13
1495,dramatic,adj.戏剧的，戏剧性的;引人注目的;激动人心的;,13
1496,cash,n.现金;支付金额;vt.支付现款;兑现;adj.现金的;,13
1497,story,n.故事，传说;历史，沿革;内情;传记;vt.用历史故事画装饰;讲…的故事;把…作为故事讲述;vi.说谎;,13
1498,mary,n.玛丽（女子名）;,13
1499,formal,adj.（学校教育或培训）正规的;方式上的;礼仪上的;n.<美>须穿礼服的社交集会;<口>夜礼服;,13
