,单词,翻译,出现次数
3346,west,n.西，西部，西方;adj.在西方的;西部的;朝西的;（风）来自西面的;adv.向西，朝西;自西方;向西方;,5
3347,closed,adj.关闭着的，封闭着的;密闭着的，保密的;<美>准备好了的，定了契约的;v.“close”的过去式和过去分词;,5
3348,folk,n.民族;人们;〈口〉家属，亲戚;民间音乐;adj.民间的;普通平民的;流传民间的;普通百姓的;,5
3349,overcome,vt.& vi.战胜，克服;压倒，制服，…不堪;vt.被（烟、感情等）熏[压]倒，使受不了;vi.受到…的极大影响;,5
3350,confront,vt.面对;使面对面，使对质;碰到，遇到;比较;,5
3351,neil,n.尼尔（男子名）;[男子名] [爱尔兰人、苏格兰人、英格兰人姓氏] 尼尔来源于爱尔兰语教名+盖尔语，含义是“得胜者”(champion);,5
3352,ships,n.船( ship的名词复数 );<口>宇宙飞船;（舰船上的）全体船员;运气;,5
3353,meats,none,5
3354,visitor,n.访问者;参观者;游客;候鸟;,5
3355,cream,n.乳霜;精英;奶油色;乳脂，奶油;vt.把…搅成糊状（或奶油状）混合物;彻底打败，狠揍;,5
3356,pudding,n.（一道）甜食，甜点心;布丁（通常用面粉经烘烤或蒸煮做成的美味甜食品）;肥胖而迟钝的人;[航]船尾碰垫;,5
3357,essentially,adv.本质上，根本上;本来;“essential“的派生;,5
3358,pie,n.馅饼，派;爱说话的人;[动]喜鹊;<美俚>容易得到的称心东西，容易的工作;vt.使杂乱;弄乱（铅字，版面）;,5
3359,farms,none,5
3360,strike,vt.罢（工、课等）;撞;攻击;来到;vi.罢工;打击;朝某一方向前进;n.攻击;罢工[课，市];发现;,5
3361,import,n.进口，进口商品;输入;重要性;意义;vt.输入，进口;对…有重大关系;意味着;vi.具重要性;,5
3362,processed,adj.加工过的，经加工的;v.加工( process的过去式和过去分词 );处理;审阅;审核;,5
3363,analyzing,v.分析;<美>分析( analyze的现在分词 );分解;解释;对…进行心理分析;n.分析;,5
3364,tutoring,none,5
3365,dangers,none,5
3366,sport,n.运动;乐趣;老兄;变种;v.嬉戏;得意地穿戴;故意显示;,5
3367,illustrate,vt.说明;表明;给…加插图;（用示例、图画等）说明;vi.举例说明;,5
3368,requested,v.（下级对上级的）请求( request的过去式和过去分词 );请求得到;索取;邀请[常接不定式或从句];,5
3369,union,n.同盟，联盟;协会，工会;联合，团结;adj.工会的;,5
3370,protest,n.抗议;反对;申明;,5
3371,einstein,n.爱因斯坦(Albert Einstein);,5
3372,suspected,v.猜疑（是）( suspect的过去式和过去分词 );怀疑;不信任;怀疑…有罪;,5
3373,myth,n.神话;神怪故事;奇人，奇事;虚构的人，虚构的事;v.使神话化;,5
3374,alert,adj.警觉的，警惕的，注意的;思维敏捷的;活泼的;n.警报;警戒状态;vt.向…报警;,5
3375,ohio,n.俄亥俄州（美国州名）;,5
3376,article,n.（报章杂志中的）文章，论文;条款;物品;[语] 冠词;vt.使受协议条款的约束;以协议（或契约）约束;订约将…收为学徒（或徒弟）;定约雇用;vi.进行控告，提出罪状（或指责）(against);签订协议;,5
3377,grace,n.恩泽;优雅;慈悲;魅力;v.使优美;惠赐;,5
3378,exceptions,n.例外( exception的名词复数 );不包括在内的人（或物）;规则的例外;例外的事物;,5
3379,alec,none,5
3380,webley,none,5
3381,generalizations,none,5
3382,racial,adj.种族的;人种的;存在或发生于种族之间的;,5
3383,causing,none,5
3384,humanitarian,adj.人道主义的;博爱的;慈善的;n.人道主义者;慈善家;博爱主义者;,5
3385,analyzed,v.<美>分析( analyze的过去式和过去分词 );分解;解释;对…进行心理分析;,5
3386,colorado,none,5
3387,copenhagen,n.哥本哈根;,5
3388,circles,none,5
3389,invalid,adj.无效的;不能成立的;有病的;病人用的;vt.使伤残;使退役;失去健康;n.病人，病号;残废者;伤病军人;vi.变得病弱;因病而奉命退役;,5
3390,collected,adj.镇定的;收集成的;v.收集( collect的过去式和过去分词);,5
3391,straightforward,adj.直截了当的;坦率的;明确的;adv.直截了当地;坦率地;,5
3392,reckon,vt.测算，估计;认为;计算;评定，断定;vi.计算;估计;猜想;料想;,5
3393,majoring,none,5
3394,articles,none,5
3395,opinion,n.意见，主张;评价;鉴定，判定;,5
3396,trustworthy,adj.值得信赖的，可靠的;把稳;妥靠;信实;,5
3397,quiet,adj.清静的;僻静的;不起眼的;不激动的;vt.& vi.安静下来，使…安静，平静;vt.减轻（病痛、疑虑、恐惧等）;[法律]确定（产权等）;prep.克制的，稳重的，不张扬的;n.宁静;寂静;adv.安静地，平静地;,5
3398,beliefs,n.信，信任（belief的复数形式）;,5
3399,headaches,none,5
3400,transferred,v.转移，迁移( transfer的过去式和过去分词 );转让;转移（感情）;改变;,5
3401,normally,adv.正常地;通常地，一般地;按说;论理;,5
3402,refused,none,5
3403,request,n.要求;需要;所请求的事物;申请书;vt.（下级对上级的）请求;请求得到;索取;邀请[常接不定式或从句];,5
3404,enter,vt.& vi.进入;开始;参加;登记;,5
3405,golf,n.高尔夫球;高尔夫球运动;vi.打高尔夫球;,5
3406,leisure,n.空闲时间;闲暇;悠闲;安逸;adj.空闲的;闲暇的;,5
3407,heads,adj.正面朝上的;n.上端( head的名词复数 );头脑;头部;（持续的）头痛;v.用头顶（球）( head的第三人称单数 );带领;使朝…方向行进;位于排行之首;,5
3408,adhd,none,5
3409,planted,v.种植( plant的过去式和过去分词 );建立;移植（动物、植物）;在（某处）栽种;,5
3410,william,n.威廉（男子名，涵义：强而有力的战士）;,5
3411,favour,n.帮助;恩惠;赞同;善行;vt.喜爱;有利于;赞同;容貌像…;,5
3412,planet,n.[天]行星;[占星]（左右人命运的）星相;,5
3413,boundaries,none,5
3414,behaviors,n.行为( behavior的名词复数 );态度;（机器等的）运转状态;（事物的）反应;,5
3415,intellectual,adj.智力的;有才智的;需用智力的;智力发达的;n.知识分子;脑力劳动者;有极高智力的人;凭理智（而非感情）办事的人;,5
3416,transition,n.过渡，转变，变迁;[语]转换;[乐]变调;,5
3417,undergraduates,n.（未获学士学位的）大学生，大学肄业生( undergraduate的名词复数 );本科生;,5
3418,obtain,vt.获得，得到;流行;买到，达到（目的）;vi.通行，通用;流行;存在;,5
3419,trick,n.戏法，把戏;计谋，诀窍;骗局;恶作剧;vt.哄骗，欺骗;打扮;adj.弄虚作假的;有诀窍的;欺诈的;,5
3420,span,n.共轭（马、骡）;跨度，墩距;一段时间;[航] 跨绳;vt.缚住或扎牢;跨越时间或空间;以掌测量;以手围绕测量类似测量;,5
3421,considers,none,5
3422,reasonably,adv.明辨道理地;合理地;有理性地;相当地;,5
3423,impressed,none,5
3424,borrowed,adj.借来的，虚构的，伪造的;v.借，借进( borrow的过去式和过去分词 );,5
3425,daughters,none,5
3426,edition,n.版次，版本;（报纸、杂志的）一份;（广播、电视节目的）一期;（书、报、杂志等的）一版印刷总数;,5
3427,priorities,none,5
3428,orzack,none,5
3429,countless,adj.无数的，多得数不清的;恒河沙数;指不胜屈;数不胜数;,5
3430,heidrich,none,5
3431,employed,v.雇用( employ的过去式和过去分词 );使用，利用;,5
3432,proved,v.证明( prove的过去式和过去分词 );检验，试验;,5
3433,donations,n.捐赠( donation的名词复数 );赠送;捐款;捐赠物;,5
3434,ordered,adj.安排好的，整齐的，规则的;v.（医生）开（处方）( order的过去式和过去分词 );订购;（上帝、命运等）注定;点（饭菜，饮料等）;,5
3435,architect,n.建筑师，设计师;创造者，缔造者;造物主;,5
3436,sitter,n.坐着的人，被画像的模特;临时保姆;孵卵鸡;,5
3437,schooling,n.学校教育;通过经历或体验获得的教育;学费;训练;vt.教育(school的ing形式);训练;,5
3438,grammar,n.语法;语法书;（学术的）基本原理;（人的）语言知识及运用能力;,5
3439,wasteful,adj.浪费的;挥霍的;奢侈的;〈诗〉荒芜的;,5
3440,incredibly,adv.难以置信地，很，极为;,5
3441,ensures,none,5
3442,sending,n.发送，派遣，发射;v.送( send的现在分词 );使作出（某种反应）;派遣;使进入（某状态）;,5
3443,highlight,n.（图画或照片的）强光部份;最重要的事情;最精彩的部分;vt.强调，突出;把…照亮;标示记号;为…中最突出的事物;,5
3444,sympathy,n.意气相投，同感;同情，同情心;慰问;和谐的一致;,5
3445,moods,n.语气( mood的名词复数 );心情;气氛;坏心境;,5
3446,realistic,adj.现实的;[艺] 现实主义的，[哲]实在论（者）的;逼真的;栩栩如生的;,5
3447,corporations,n.法人( corporation的名词复数 );（政治、经济的）组合;市政委员会;,5
3448,opposition,n.（强烈的）反对，敌对;（政府的）反对党，在野党;对抗，抵抗;相对，对照;adj.反对的，对抗的;,5
3449,enroll,v.注册;登记;加入;招收;,5
3450,bid,n.出价，投标;努力争取;喊价;叫牌;vt.& vi.出价， 投标;vt.恳求;命令;说（问候话）;邀请，致敬;vi.投标;力求，企图得到或赢得某物;企图(for);,5
3451,laird,n.（苏格兰）地主，领主;[人名]莱尔德;,5
3452,announced,v.宣布（ announce的过去式和过去分词 ）;通知;广播;声称;,5
3453,needy,adj.贫穷的;贫困的;,5
3454,exceptional,adj.优越的;杰出的;例外的;独特的;n.超常的学生;,5
3455,recognized,adj.公认的，经过验证的;v.认出( recognize的过去式和过去分词 );承认[认清]（某事物）;赏识;承认…有效[属实];,5
3456,referee,n.裁判员;证明人;公断人;（专业性强的文章的）审阅人;vi.担任裁判;vt.审阅，鉴定（专业性强的文章）;为…当裁判;仲裁判定;,5
3457,images,none,5
3458,baltimore,n.巴尔的摩，美国马里兰州的一城市;,5
3459,caves,none,5
3460,labour,n.劳动;劳工;分娩，临产阵痛;工作，活计;vi.劳动，努力;艰难行进;分娩，产前阵痛;使疲倦;,5
3461,composer,n.（尤指古典音乐）作曲家;调停人;设计者;,5
3462,fans,n.粉丝;风扇（ fan的名词复数 ）;v.扇（ fan的第三人称单数 ）;,5
3463,universal,adj.普遍的，一般的;通用的，万能的;全世界的;宇宙的;n.[逻辑学]全称命题;[哲学]一般概念;一般性;,5
3464,presidents,n.总统;（大学）校长( president的名词复数 );会长;[P-]总统;银行行长;,5
3465,prominent,adj.突出的，杰出的;突起的;著名的;,5
3466,alison,none,5
3467,operates,none,5
3468,instantly,adv.立即，马上，立刻;马上地;即刻地;立即地;conj.一…就;,5
3469,educating,none,5
3470,secondly,adv.第二，其次;,5
3471,actual,adj.真实的;实际的;现行的;现在的;,5
3472,educate,vt.& vi.教育，教导;训练，培养;vt.使理解或接受;,5
3473,moon,n.月亮，月球;卫星;月状物，新月状物;vi.闲逛;出神;[俚语] 露出屁股以戏弄;vt.虚度;,5
3474,volcanic,adj.火山的;猛烈的;暴烈的;n.火山岩;,5
3475,bottom,n.底部;末端;臀部;尽头;adj.底部的;vt.装底;测量深浅;查明真相;vi.到达底部;建立基础;,5
3476,faced,adj.具有…脸型的;有…表面的;有…贴边的;饰面的;v.面对( face的过去式和过去分词 );面向…;正视;承认;,5
3477,mechanical,adj.机械的，机械学的;呆板的;体力的;手工操作的;,5
3478,frederick,none,5
3479,herzberg,none,5
3480,recognition,n.认识，识别;承认，认可;褒奖;酬劳;,5
3481,merely,adv.仅仅，只不过;只是;纯粹;全然;,5
3482,supermarkets,n.超级市场( supermarket的名词复数 );,5
3483,chain,n.链子，链条;连锁，连续;拘束;连锁店或旅馆系列的事物;vt.用铁链锁住;监禁，束缚;,5
3484,user,n.用户，使用者;吸毒成瘾者;,5
3485,instruments,none,5
3486,candidate,n.报考者;申请求职者;攻读学位者;最后命运或结局如何已显然可见者;,5
3487,crowds,none,5
3488,regulated,none,5
3489,spots,n.地点( spot的名词复数 );斑点;少量;污迹;,5
3490,florida,n.弗罗里达州（美国）;,5
3491,forest,n.森林;丛林;（森林似的）一丛;一片;vt.在…造林，使长满树林，使成为森林;,5
3492,manuals,n.说明书( manual的名词复数 );（风琴等的）键盘;[宗教] （旧时牧师用的）礼仪书;,5
3493,dear,adj.亲爱的;敬爱的;昂贵的;严厉的;n.亲爱的人;宠物;int.哎;adv.高价地;疼爱地;贵;,5
3494,relying,none,5
3495,hollywood,n.好莱坞;,5
3496,fairly,adv.适当，相当地;公平地;完全，简直;清楚地;,5
3497,tap,vt.开发;（从容器等）汲取（液体）;割[打]开…取[放]液体;vi.轻声走;跳踢踏舞;n.龙头，阀门;塞子;电话窃听;（补鞋的）掌子;,5
3498,abundant,adj.大量的，充足的;丰富的，富有的;丰足;阜;,5
3499,relate,vt.& vi.（把…）联系起来;讲，叙述（故事等）;vt.讲述，叙述;使…有联系;建立或展示联系;vi.有联系;涉及;符合;发生共鸣;,5
